"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 01, 2019","106.91","108.54","108.84","104.61","0.13K","-1.50%"
"Jul 31, 2019","108.54","104.77","108.54","104.77","0.17K","3.60%"
"Jul 30, 2019","104.77","106.00","107.29","104.11","0.06K","-1.16%"
"Jul 29, 2019","106.00","107.65","109.52","104.17","0.21K","-1.53%"
"Jul 28, 2019","107.65","110.13","112.81","102.88","0.24K","-2.25%"
"Jul 27, 2019","110.13","114.85","116.86","108.71","0.32K","-4.11%"
"Jul 26, 2019","114.85","115.27","115.27","111.67","0.14K","-0.37%"
"Jul 25, 2019","115.27","110.00","115.88","109.59","0.21K","4.79%"
"Jul 24, 2019","110.00","109.29","111.25","106.86","0.24K","0.65%"
"Jul 23, 2019","109.29","114.08","114.53","108.85","0.29K","-4.20%"
"Jul 22, 2019","114.08","118.44","118.44","111.52","0.91K","-3.69%"
"Jul 21, 2019","118.44","115.96","119.00","115.45","0.39K","2.14%"
"Jul 20, 2019","115.96","112.48","120.00","111.81","1.08K","3.09%"
"Jul 19, 2019","112.48","111.60","113.54","106.54","0.95K","0.79%"
"Jul 18, 2019","111.60","101.44","111.60","99.32","0.66K","10.02%"
"Jul 17, 2019","101.44","100.08","107.15","95.05","0.74K","1.36%"
"Jul 16, 2019","100.08","120.60","123.13","99.03","2.83K","-17.01%"
"Jul 15, 2019","120.60","122.89","124.66","117.47","0.68K","-1.87%"
"Jul 14, 2019","122.89","139.09","140.27","122.20","0.42K","-11.65%"
"Jul 13, 2019","139.09","142.85","143.72","137.10","0.51K","-2.63%"
"Jul 12, 2019","142.85","141.95","148.18","141.71","0.31K","0.63%"
"Jul 11, 2019","141.95","150.79","150.95","135.66","0.64K","-5.87%"
"Jul 10, 2019","150.79","156.20","157.79","142.74","1.14K","-3.46%"
"Jul 09, 2019","156.20","159.58","162.19","152.85","0.41K","-2.12%"
"Jul 08, 2019","159.58","156.70","159.58","156.40","0.13K","1.84%"
"Jul 07, 2019","156.70","154.91","159.00","152.89","0.15K","1.16%"
"Jul 06, 2019","154.91","153.59","157.38","153.32","0.18K","0.85%"
"Jul 05, 2019","153.59","155.45","155.71","151.61","0.28K","-1.19%"
"Jul 04, 2019","155.45","157.79","161.73","154.00","0.27K","-1.48%"
"Jul 03, 2019","157.79","153.68","157.79","152.21","0.31K","2.67%"
"Jul 02, 2019","153.68","154.20","155.30","146.01","0.43K","-0.34%"
"Jul 01, 2019","154.20","156.95","162.04","147.10","0.68K","-1.75%"
"Jun 30, 2019","156.95","170.20","171.22","155.22","0.74K","-7.79%"
"Jun 29, 2019","170.20","169.66","171.18","163.23","0.56K","0.32%"
"Jun 28, 2019","169.66","157.65","171.18","155.36","0.66K","7.62%"
"Jun 27, 2019","157.65","175.31","177.35","150.15","1.16K","-10.07%"
"Jun 26, 2019","175.31","178.18","188.31","164.00","1.99K","-1.61%"
"Jun 25, 2019","178.18","175.45","180.31","175.10","0.61K","1.55%"
"Jun 24, 2019","175.45","174.47","179.09","171.68","0.39K","0.56%"
"Jun 23, 2019","174.47","176.94","180.55","171.82","0.74K","-1.39%"
"Jun 22, 2019","176.94","167.56","180.80","165.45","0.83K","5.60%"
"Jun 21, 2019","167.56","162.00","167.73","161.43","0.42K","3.43%"
"Jun 20, 2019","162.00","161.98","162.73","158.18","0.10K","0.01%"
"Jun 19, 2019","161.98","158.96","162.46","157.27","0.16K","2.40%"
"Jun 18, 2019","158.18","159.09","166.29","153.60","1.23K","-0.57%"
"Jun 17, 2019","159.09","157.24","159.40","155.16","0.50K","1.18%"
"Jun 16, 2019","157.24","154.55","160.24","153.64","0.88K","1.74%"
"Jun 15, 2019","154.55","153.42","155.45","152.51","0.18K","0.73%"
"Jun 14, 2019","153.42","153.00","155.45","149.00","0.55K","0.32%"
"Jun 13, 2019","152.93","155.45","159.00","152.86","0.15K","-1.62%"
"Jun 12, 2019","155.45","147.42","157.79","145.70","0.26K","5.45%"
"Jun 11, 2019","147.42","150.37","150.37","143.30","0.95K","-1.96%"
"Jun 10, 2019","150.37","141.82","151.50","140.91","0.52K","6.03%"
"Jun 09, 2019","141.82","145.36","146.36","139.00","0.20K","-2.44%"
"Jun 08, 2019","145.36","148.19","149.24","142.52","0.13K","-1.91%"
"Jun 07, 2019","148.19","144.08","152.00","141.58","0.42K","2.85%"
"Jun 06, 2019","144.08","147.65","148.58","138.01","0.17K","-2.42%"
"Jun 05, 2019","147.65","143.49","149.25","142.05","0.23K","2.90%"
"Jun 04, 2019","143.49","156.36","156.36","140.54","0.65K","-8.24%"
"Jun 03, 2019","156.36","164.88","164.88","153.64","0.29K","-5.16%"
"Jun 02, 2019","164.88","162.52","167.27","161.82","0.11K","1.45%"
"Jun 01, 2019","162.52","165.50","167.37","160.91","0.38K","-1.80%"
"May 31, 2019","165.50","161.78","166.00","157.30","0.56K","2.30%"
"May 30, 2019","161.78","167.45","175.39","156.60","1.02K","-3.39%"
"May 29, 2019","167.45","169.39","174.90","161.01","1.12K","-1.15%"
"May 28, 2019","169.39","166.64","173.38","162.70","0.95K","1.65%"
"May 27, 2019","166.64","161.88","169.18","160.91","1.20K","2.94%"
"May 26, 2019","161.88","155.87","164.28","152.00","0.73K","3.86%"
"May 25, 2019","155.87","155.85","160.15","153.40","0.62K","0.01%"
"May 24, 2019","155.85","154.73","161.97","153.07","0.65K","0.73%"
"May 23, 2019","154.73","154.41","156.14","145.42","0.60K","0.21%"
"May 22, 2019","154.41","165.39","166.76","151.18","0.50K","-6.64%"
"May 21, 2019","165.39","166.68","168.24","159.08","0.51K","-0.77%"
"May 20, 2019","166.68","173.06","175.33","156.00","1.74K","-3.69%"
"May 19, 2019","173.06","140.82","176.49","140.82","0.92K","22.90%"
"May 18, 2019","140.82","139.10","144.00","134.62","0.44K","1.23%"
"May 17, 2019","139.10","148.23","149.73","128.57","1.25K","-6.16%"
"May 16, 2019","148.23","153.18","163.49","144.20","1.88K","-3.23%"
"May 15, 2019","153.18","142.35","155.10","141.84","1.21K","7.61%"
"May 14, 2019","142.35","131.00","142.99","131.00","1.72K","8.66%"
"May 13, 2019","131.00","123.79","136.24","123.79","2.47K","5.82%"
"May 12, 2019","123.79","123.79","127.99","118.00","1.83K","0.00%"
"May 11, 2019","123.79","113.06","126.45","111.68","3.98K","9.49%"
"May 10, 2019","113.06","112.04","115.68","111.40","0.40K","0.91%"
"May 09, 2019","112.04","116.56","118.38","110.23","1.13K","-3.88%"
"May 08, 2019","116.56","117.29","118.55","115.24","0.64K","-0.62%"
"May 07, 2019","117.29","121.08","123.24","117.00","0.54K","-3.13%"
"May 06, 2019","121.08","119.84","122.49","116.54","0.53K","1.03%"
"May 05, 2019","119.84","119.23","120.24","117.49","0.14K","0.51%"
"May 04, 2019","119.23","120.03","123.69","116.54","0.23K","-0.66%"
"May 03, 2019","120.03","116.15","121.49","115.84","0.18K","3.34%"
"May 02, 2019","116.15","117.22","118.99","115.86","0.07K","-0.91%"
"May 01, 2019","117.22","111.03","118.99","111.03","0.18K","5.57%"
"Apr 30, 2019","111.03","106.97","111.64","106.93","0.09K","3.80%"
"Apr 29, 2019","106.97","109.55","111.42","105.81","0.04K","-2.35%"
"Apr 28, 2019","109.55","110.75","111.71","109.08","0.08K","-1.08%"
"Apr 27, 2019","110.75","110.39","111.21","109.00","0.02K","0.33%"
"Apr 26, 2019","110.39","108.98","114.38","106.89","1.27K","1.29%"
"Apr 25, 2019","108.98","114.70","117.90","107.46","0.79K","-4.98%"
"Apr 24, 2019","114.70","117.30","120.46","111.26","1.74K","-2.22%"
"Apr 23, 2019","117.30","121.98","124.75","117.30","0.38K","-3.83%"
"Apr 22, 2019","121.98","120.35","122.85","118.87","0.13K","1.35%"
"Apr 21, 2019","120.35","122.64","123.11","117.39","0.16K","-1.87%"
"Apr 20, 2019","122.64","122.60","123.98","120.53","0.24K","0.03%"
"Apr 19, 2019","122.60","123.97","123.97","120.75","0.39K","-1.10%"
"Apr 18, 2019","123.97","119.86","125.40","119.77","0.57K","3.43%"
"Apr 17, 2019","119.86","119.46","122.13","118.51","0.15K","0.34%"
"Apr 16, 2019","119.46","118.60","120.71","116.15","1.10K","0.73%"
"Apr 15, 2019","118.60","122.55","123.61","114.97","0.27K","-3.22%"
"Apr 14, 2019","122.55","119.49","123.37","117.96","0.19K","2.56%"
"Apr 13, 2019","119.49","118.67","119.88","117.17","0.18K","0.69%"
"Apr 12, 2019","118.67","122.47","122.60","114.98","0.37K","-3.10%"
"Apr 11, 2019","122.47","129.95","129.95","113.23","0.66K","-5.76%"
"Apr 10, 2019","129.95","130.80","132.99","126.19","0.54K","-0.65%"
"Apr 09, 2019","130.80","135.00","135.00","129.60","0.29K","-3.11%"
"Apr 08, 2019","135.00","133.77","138.24","129.38","1.63K","0.92%"
"Apr 07, 2019","133.77","131.46","135.20","130.82","0.25K","1.75%"
"Apr 06, 2019","131.46","132.24","136.00","128.62","0.36K","-0.59%"
"Apr 05, 2019","132.24","122.99","133.38","122.99","0.76K","7.52%"
"Apr 04, 2019","122.99","123.74","131.60","119.41","2.04K","-0.61%"
"Apr 03, 2019","123.74","123.41","138.38","119.50","3.94K","0.27%"
"Apr 02, 2019","123.41","113.79","125.40","111.33","4.06K","8.45%"
"Apr 01, 2019","113.79","111.04","119.97","107.93","1.60K","2.47%"
"Mar 31, 2019","111.04","99.34","111.05","99.34","1.03K","11.78%"
"Mar 30, 2019","99.34","97.61","100.50","95.60","0.27K","1.78%"
"Mar 29, 2019","97.61","95.54","98.06","95.54","0.53K","2.17%"
"Mar 28, 2019","95.54","93.55","96.50","92.18","0.57K","2.12%"
"Mar 27, 2019","93.55","88.80","95.20","88.80","1.10K","5.36%"
"Mar 26, 2019","88.80","89.49","89.65","87.57","0.15K","-0.78%"
"Mar 25, 2019","89.49","91.14","92.39","89.11","0.23K","-1.81%"
"Mar 24, 2019","91.14","91.65","92.60","90.60","0.52K","-0.56%"
"Mar 23, 2019","91.65","89.97","92.19","89.97","0.54K","1.87%"
"Mar 22, 2019","89.97","89.51","92.38","89.14","0.15K","0.51%"
"Mar 21, 2019","89.51","92.71","92.74","88.15","0.43K","-3.45%"
"Mar 20, 2019","92.71","91.36","93.00","89.94","0.33K","1.47%"
"Mar 19, 2019","91.36","91.23","91.84","90.50","0.11K","0.14%"
"Mar 18, 2019","91.23","91.90","94.49","90.60","0.21K","-0.73%"
"Mar 17, 2019","91.90","91.32","92.63","89.80","0.29K","0.64%"
"Mar 16, 2019","91.32","89.18","92.50","89.18","0.32K","2.40%"
"Mar 15, 2019","89.18","89.00","91.03","88.98","0.07K","0.20%"
"Mar 14, 2019","89.00","90.35","90.35","87.00","0.20K","-1.49%"
"Mar 13, 2019","90.35","91.00","93.66","89.46","2.00K","-0.72%"
"Mar 12, 2019","91.00","82.00","92.32","81.52","2.68K","10.02%"
"Mar 11, 2019","82.71","81.89","83.00","79.30","0.47K","1.01%"
"Mar 10, 2019","81.89","82.61","82.90","80.72","0.04K","-0.88%"
"Mar 09, 2019","82.61","79.50","83.50","79.19","0.10K","3.92%"
"Mar 08, 2019","79.50","82.46","82.58","78.08","0.32K","-3.25%"
"Mar 07, 2019","82.17","82.45","83.59","81.76","0.13K","-0.34%"
"Mar 06, 2019","82.45","82.38","82.99","80.30","0.32K","0.09%"
"Mar 05, 2019","82.38","77.60","83.20","77.49","0.47K","6.16%"
"Mar 04, 2019","77.60","79.60","80.58","76.84","0.20K","-2.51%"
"Mar 03, 2019","79.60","81.57","83.07","78.79","0.11K","-2.42%"
"Mar 02, 2019","81.57","82.40","83.22","81.26","0.17K","-1.00%"
"Mar 01, 2019","82.40","81.60","83.53","81.60","0.05K","0.97%"
"Feb 28, 2019","81.60","79.74","83.50","79.74","0.22K","2.34%"
"Feb 27, 2019","79.74","81.96","81.96","77.17","0.20K","-2.72%"
"Feb 26, 2019","81.96","82.85","82.85","79.97","0.41K","-1.08%"
"Feb 25, 2019","82.85","79.46","83.48","79.22","1.30K","4.27%"
"Feb 24, 2019","79.46","88.51","93.08","77.37","1.01K","-10.22%"
"Feb 23, 2019","88.51","85.38","89.81","84.11","0.28K","3.66%"
"Feb 22, 2019","85.38","84.31","86.48","84.00","0.20K","1.28%"
"Feb 21, 2019","84.31","85.98","88.09","83.23","0.37K","-1.94%"
"Feb 20, 2019","85.98","87.98","87.98","83.62","0.34K","-2.28%"
"Feb 19, 2019","87.98","86.34","89.49","85.24","0.49K","1.91%"
"Feb 18, 2019","86.34","79.10","87.00","79.08","1.04K","9.15%"
"Feb 17, 2019","79.10","78.58","80.10","77.57","0.17K","0.66%"
"Feb 16, 2019","78.58","78.61","80.50","78.36","0.20K","-0.04%"
"Feb 15, 2019","78.61","77.49","79.78","76.29","0.31K","1.45%"
"Feb 14, 2019","77.49","80.20","80.95","77.35","0.15K","-3.38%"
"Feb 13, 2019","80.20","81.52","83.00","79.58","0.34K","-1.62%"
"Feb 12, 2019","81.52","80.01","83.48","77.69","0.46K","1.89%"
"Feb 11, 2019","80.01","75.01","81.84","74.36","2.69K","6.67%"
"Feb 10, 2019","75.01","74.45","75.01","72.00","0.22K","0.75%"
"Feb 09, 2019","74.45","73.72","75.01","72.88","0.36K","0.99%"
"Feb 08, 2019","73.72","66.80","73.75","66.80","1.02K","10.36%"
"Feb 07, 2019","66.80","65.60","67.81","65.28","0.14K","1.83%"
"Feb 06, 2019","65.60","67.80","68.17","65.00","0.68K","-3.24%"
"Feb 05, 2019","67.80","66.48","68.99","66.31","0.30K","1.99%"
"Feb 04, 2019","66.48","66.61","67.39","65.95","0.06K","-0.20%"
"Feb 03, 2019","66.61","67.74","67.74","65.91","0.28K","-1.67%"
"Feb 02, 2019","67.74","66.64","67.81","66.23","0.20K","1.64%"
"Feb 01, 2019","66.64","67.35","67.62","66.17","0.26K","-1.05%"
"Jan 31, 2019","67.35","67.79","69.01","67.00","0.20K","-0.65%"
"Jan 30, 2019","67.79","67.38","69.42","65.81","0.31K","0.61%"
"Jan 29, 2019","67.38","66.91","68.44","64.45","0.35K","0.70%"
"Jan 28, 2019","66.91","70.39","70.87","65.20","0.75K","-4.94%"
"Jan 27, 2019","70.39","72.77","72.98","69.78","0.56K","-3.28%"
"Jan 26, 2019","72.77","73.30","73.98","72.41","0.25K","-0.71%"
"Jan 25, 2019","73.30","72.75","73.68","71.83","0.25K","0.76%"
"Jan 24, 2019","72.75","70.17","73.29","69.64","0.50K","3.67%"
"Jan 23, 2019","70.17","71.04","73.36","69.26","0.68K","-1.23%"
"Jan 22, 2019","71.04","68.55","71.32","67.80","1.25K","3.63%"
"Jan 21, 2019","68.55","68.27","69.36","67.36","0.29K","0.42%"
"Jan 20, 2019","68.27","72.40","72.50","66.87","0.61K","-5.71%"
"Jan 19, 2019","72.40","69.98","73.08","69.77","0.37K","3.46%"
"Jan 18, 2019","69.98","70.87","71.01","69.18","0.41K","-1.26%"
"Jan 17, 2019","70.87","70.16","70.87","69.05","0.32K","1.01%"
"Jan 16, 2019","70.16","68.87","71.44","68.76","0.36K","1.88%"
"Jan 15, 2019","68.87","70.73","71.26","67.52","0.92K","-2.63%"
"Jan 14, 2019","70.73","68.17","72.52","66.75","1.26K","3.75%"
"Jan 13, 2019","68.17","71.28","72.39","66.97","1.07K","-4.36%"
"Jan 12, 2019","71.28","71.09","72.52","71.07","0.28K","0.26%"
"Jan 11, 2019","71.09","71.68","73.14","70.37","0.72K","-0.83%"
"Jan 10, 2019","71.68","84.11","85.82","68.78","2.42K","-14.78%"
"Jan 09, 2019","84.11","79.53","86.60","79.53","1.82K","5.77%"
"Jan 08, 2019","79.53","81.68","82.19","78.96","1.18K","-2.63%"
"Jan 07, 2019","81.68","83.57","85.13","80.90","1.13K","-2.26%"
"Jan 06, 2019","83.57","78.76","84.51","77.70","1.04K","6.10%"
"Jan 05, 2019","78.76","79.28","80.22","77.84","0.82K","-0.66%"
"Jan 04, 2019","79.28","78.79","81.70","77.10","0.71K","0.62%"
"Jan 03, 2019","78.79","83.08","84.00","78.41","1.24K","-5.16%"
"Jan 02, 2019","83.08","79.40","83.68","79.11","0.73K","4.63%"
"Jan 01, 2019","79.40","77.71","79.65","76.79","0.96K","2.17%"
"Dec 31, 2018","77.71","79.60","82.00","76.50","3.27K","-2.37%"
"Dec 30, 2018","79.60","76.99","82.23","75.57","1.44K","3.40%"
"Dec 29, 2018","76.99","82.10","83.72","76.88","1.45K","-6.22%"
"Dec 28, 2018","82.10","74.10","83.72","72.95","0.98K","10.80%"
"Dec 27, 2018","74.10","82.53","82.81","73.30","2.41K","-10.22%"
"Dec 26, 2018","82.53","81.34","86.00","79.20","1.45K","1.46%"
"Dec 25, 2018","81.34","89.75","89.75","78.04","3.77K","-9.37%"
"Dec 24, 2018","89.75","88.80","102.39","88.80","5.06K","1.07%"
"Dec 23, 2018","88.80","85.00","90.69","85.00","2.93K","3.52%"
"Dec 22, 2018","85.78","83.32","91.40","81.00","5.05K","2.95%"
"Dec 21, 2018","83.32","95.10","95.78","82.64","5.24K","-12.52%"
"Dec 20, 2018","95.25","72.20","99.97","71.46","4.05K","31.93%"
"Dec 19, 2018","72.20","73.00","80.00","71.53","3.07K","-1.10%"
"Dec 18, 2018","73.00","70.43","73.00","67.25","1.75K","3.65%"
"Dec 17, 2018","70.43","62.55","72.63","62.55","2.55K","12.59%"
"Dec 16, 2018","62.55","61.65","65.34","61.28","1.32K","1.47%"
"Dec 15, 2018","61.65","59.30","65.50","57.00","2.51K","3.96%"
"Dec 14, 2018","59.30","60.27","61.38","57.93","1.02K","-1.60%"
"Dec 13, 2018","60.27","63.82","64.36","59.63","1.42K","-5.56%"
"Dec 12, 2018","63.82","63.05","66.35","62.90","1.72K","1.21%"
"Dec 11, 2018","63.05","67.12","68.40","62.35","2.12K","-6.06%"
"Dec 10, 2018","67.12","75.31","76.26","65.72","1.30K","-10.88%"
"Dec 09, 2018","75.31","68.08","75.70","66.40","2.98K","10.63%"
"Dec 08, 2018","68.08","67.60","69.92","63.80","4.82K","0.70%"
"Dec 07, 2018","67.60","65.00","67.60","58.63","7.61K","4.00%"
"Dec 06, 2018","65.00","77.50","79.57","64.16","5.37K","-16.13%"
"Dec 05, 2018","77.50","85.07","85.53","77.49","2.56K","-8.91%"
"Dec 04, 2018","85.07","85.00","89.00","81.80","1.27K","0.09%"
"Dec 03, 2018","85.00","93.08","93.70","81.37","1.14K","-8.68%"
"Dec 02, 2018","93.08","94.60","97.00","91.15","0.19K","-1.61%"
"Dec 01, 2018","94.60","92.31","98.00","90.48","0.50K","2.49%"
"Nov 30, 2018","92.31","96.39","97.80","88.30","0.42K","-4.23%"
"Nov 29, 2018","96.39","99.80","100.83","93.95","0.66K","-3.42%"
"Nov 28, 2018","99.80","91.14","103.00","90.71","1.23K","9.51%"
"Nov 27, 2018","91.14","91.72","93.81","86.50","1.13K","-0.64%"
"Nov 26, 2018","91.72","93.78","96.68","83.73","1.42K","-2.20%"
"Nov 25, 2018","93.78","93.95","95.90","84.42","3.53K","-0.18%"
"Nov 24, 2018","93.95","101.44","105.80","92.42","1.47K","-7.39%"
"Nov 23, 2018","101.44","102.43","103.58","97.75","2.24K","-0.96%"
"Nov 22, 2018","102.43","117.09","118.10","101.49","0.53K","-12.52%"
"Nov 21, 2018","117.09","107.70","117.09","104.70","0.91K","8.72%"
"Nov 20, 2018","107.70","110.92","116.39","100.00","2.39K","-2.90%"
"Nov 19, 2018","110.92","133.25","133.47","110.92","2.94K","-16.76%"
"Nov 18, 2018","133.25","133.03","138.22","132.26","0.66K","0.17%"
"Nov 17, 2018","133.03","139.92","139.92","132.32","0.26K","-4.93%"
"Nov 16, 2018","139.92","140.97","143.00","136.50","0.47K","-0.74%"
"Nov 15, 2018","140.97","147.52","148.85","130.62","2.41K","-4.44%"
"Nov 14, 2018","147.52","163.14","167.02","135.48","1.37K","-9.58%"
"Nov 13, 2018","163.14","164.35","165.99","162.32","1.11K","-0.73%"
"Nov 12, 2018","164.35","161.66","169.24","161.01","0.42K","2.17%"
"Nov 11, 2018","160.85","162.74","163.63","159.23","0.12K","-1.16%"
"Nov 10, 2018","162.74","160.88","165.16","159.05","0.16K","1.16%"
"Nov 09, 2018","160.88","166.49","166.49","159.70","1.45K","-3.37%"
"Nov 08, 2018","166.49","166.96","177.63","165.60","1.04K","-0.28%"
"Nov 07, 2018","166.96","171.62","172.57","165.00","1.08K","-2.72%"
"Nov 06, 2018","171.62","165.74","175.00","165.28","0.36K","3.55%"
"Nov 05, 2018","165.74","165.65","169.39","163.24","0.67K","0.05%"
"Nov 04, 2018","165.65","155.45","172.76","152.55","2.08K","6.56%"
"Nov 03, 2018","155.45","155.09","156.50","154.00","0.50K","0.24%"
"Nov 02, 2018","155.09","153.64","156.00","153.64","0.04K","0.94%"
"Nov 01, 2018","153.64","153.86","154.44","152.92","0.39K","-0.14%"
"Oct 31, 2018","153.86","153.73","159.54","152.92","0.81K","0.08%"
"Oct 30, 2018","153.73","151.08","154.15","150.85","0.36K","1.75%"
"Oct 29, 2018","151.08","156.95","157.10","149.59","0.16K","-3.74%"
"Oct 28, 2018","156.95","154.60","157.18","154.60","0.09K","1.52%"
"Oct 27, 2018","154.60","156.75","157.98","154.07","0.13K","-1.37%"
"Oct 26, 2018","156.75","157.38","157.53","154.50","0.14K","-0.40%"
"Oct 25, 2018","157.38","158.00","158.26","156.10","0.48K","-0.39%"
"Oct 24, 2018","158.00","155.24","162.00","155.24","0.72K","1.78%"
"Oct 23, 2018","155.24","153.62","156.42","153.36","1.36K","1.06%"
"Oct 22, 2018","153.62","157.00","157.27","153.44","0.37K","-2.32%"
"Oct 21, 2018","157.27","158.17","159.68","156.87","0.20K","-0.57%"
"Oct 20, 2018","158.17","155.12","159.94","154.91","0.71K","1.98%"
"Oct 19, 2018","155.09","157.79","157.98","154.23","0.33K","-1.71%"
"Oct 18, 2018","157.79","164.82","164.99","156.00","0.54K","-4.27%"
"Oct 17, 2018","164.82","167.66","168.90","162.94","0.31K","-1.69%"
"Oct 16, 2018","167.66","169.11","171.00","164.95","0.18K","-0.86%"
"Oct 15, 2018","169.11","159.31","187.34","156.97","3.21K","7.23%"
"Oct 14, 2018","157.72","162.52","164.43","157.72","1.96K","-2.95%"
"Oct 13, 2018","162.52","159.07","162.52","158.84","0.18K","2.17%"
"Oct 12, 2018","159.07","157.97","164.79","153.65","1.51K","0.69%"
"Oct 11, 2018","157.97","179.53","179.53","157.00","1.55K","-12.01%"
"Oct 10, 2018","179.53","181.85","182.00","177.40","0.34K","-1.27%"
"Oct 09, 2018","181.85","183.41","183.50","180.00","0.24K","-0.85%"
"Oct 08, 2018","183.41","181.97","185.00","178.85","0.45K","0.80%"
"Oct 07, 2018","181.97","181.47","182.56","177.32","0.31K","0.27%"
"Oct 06, 2018","181.47","183.40","188.98","180.16","0.59K","-1.05%"
"Oct 05, 2018","183.40","180.28","184.12","179.34","0.34K","1.73%"
"Oct 04, 2018","180.28","177.92","182.57","177.92","0.34K","1.32%"
"Oct 03, 2018","177.92","182.06","182.35","175.97","1.04K","-2.28%"
"Oct 02, 2018","182.06","188.37","188.50","179.09","0.48K","-3.35%"
"Oct 01, 2018","188.37","187.90","189.01","184.18","0.40K","0.25%"
"Sep 30, 2018","187.90","187.79","190.87","185.40","0.76K","0.06%"
"Sep 29, 2018","187.79","187.80","190.48","183.55","0.55K","-0.00%"
"Sep 28, 2018","187.80","196.00","196.54","185.21","0.53K","-4.19%"
"Sep 27, 2018","196.00","184.52","197.77","183.20","1.57K","6.22%"
"Sep 26, 2018","184.52","190.98","193.52","183.15","0.86K","-3.38%"
"Sep 25, 2018","190.98","198.01","198.01","179.58","1.34K","-3.55%"
"Sep 24, 2018","198.01","205.38","206.28","192.10","2.01K","-3.59%"
"Sep 23, 2018","205.38","205.02","212.50","202.31","1.13K","0.18%"
"Sep 22, 2018","205.02","210.00","213.50","200.00","1.95K","-2.37%"
"Sep 21, 2018","210.00","199.41","212.02","199.41","2.42K","5.31%"
"Sep 20, 2018","199.41","190.52","201.81","187.40","1.49K","4.67%"
"Sep 19, 2018","190.52","191.15","196.59","184.57","1.58K","-0.33%"
"Sep 18, 2018","191.15","183.51","192.00","177.13","1.34K","4.16%"
"Sep 17, 2018","183.51","191.32","199.80","178.56","2.76K","-4.08%"
"Sep 16, 2018","191.32","191.00","193.50","184.71","0.35K","0.17%"
"Sep 15, 2018","191.00","191.08","195.00","187.09","0.63K","-0.04%"
"Sep 14, 2018","191.08","194.00","200.00","185.54","4.11K","-1.51%"
"Sep 13, 2018","194.00","186.48","202.38","181.52","3.18K","4.03%"
"Sep 12, 2018","186.48","187.36","188.17","171.05","3.14K","-0.47%"
"Sep 11, 2018","187.36","201.05","206.20","180.31","1.85K","-6.81%"
"Sep 10, 2018","201.05","193.52","207.13","191.76","1.81K","3.89%"
"Sep 09, 2018","193.52","186.66","198.73","176.00","1.74K","3.67%"
"Sep 08, 2018","186.66","186.96","201.95","182.90","4.00K","-0.16%"
"Sep 07, 2018","186.96","181.46","194.00","170.55","1.69K","3.03%"
"Sep 06, 2018","181.46","173.31","181.63","160.00","4.10K","4.70%"
"Sep 05, 2018","173.31","216.09","221.51","171.84","3.98K","-19.80%"
"Sep 04, 2018","216.09","216.71","221.76","212.93","1.22K","-0.29%"
"Sep 03, 2018","216.71","212.51","223.37","204.40","1.06K","1.97%"
"Sep 02, 2018","212.51","221.89","222.84","205.59","1.91K","-4.23%"
"Sep 01, 2018","221.89","194.03","224.44","194.03","4.15K","14.36%"
"Aug 31, 2018","194.03","185.51","196.51","182.51","1.18K","4.59%"
"Aug 30, 2018","185.51","186.75","187.63","174.00","1.40K","-0.67%"
"Aug 29, 2018","186.75","193.64","202.00","185.72","2.80K","-3.56%"
"Aug 28, 2018","193.64","183.40","202.32","170.75","5.38K","5.58%"
"Aug 27, 2018","183.40","141.50","192.62","140.61","4.41K","29.61%"
"Aug 26, 2018","141.50","145.00","145.00","137.72","0.43K","-2.41%"
"Aug 25, 2018","145.00","145.90","146.18","141.44","0.25K","-0.62%"
"Aug 24, 2018","145.90","140.83","145.90","137.15","0.43K","3.60%"
"Aug 23, 2018","140.83","136.54","141.49","135.64","0.49K","3.14%"
"Aug 22, 2018","136.54","141.50","153.76","134.53","2.53K","-3.50%"
"Aug 21, 2018","141.50","141.12","146.00","138.30","0.52K","0.27%"
"Aug 20, 2018","141.12","154.31","157.61","141.11","1.10K","-8.55%"
"Aug 19, 2018","154.31","152.20","161.14","148.66","0.60K","1.38%"
"Aug 18, 2018","152.20","167.78","170.00","146.20","0.73K","-9.29%"
"Aug 17, 2018","167.78","150.80","167.78","150.80","0.74K","11.26%"
"Aug 16, 2018","150.80","153.45","159.11","147.64","0.52K","-1.72%"
"Aug 15, 2018","153.45","138.44","162.48","138.44","1.95K","10.84%"
"Aug 14, 2018","138.44","143.50","144.15","131.70","2.92K","-3.53%"
"Aug 13, 2018","143.50","167.97","170.24","143.50","2.08K","-14.57%"
"Aug 12, 2018","167.97","164.79","170.31","162.92","0.88K","1.93%"
"Aug 11, 2018","164.79","168.18","171.91","161.50","1.82K","-2.02%"
"Aug 10, 2018","168.18","183.25","189.41","166.45","1.11K","-8.22%"
"Aug 09, 2018","183.25","173.79","193.00","172.00","1.49K","5.44%"
"Aug 08, 2018","173.79","186.73","189.70","170.50","1.83K","-6.93%"
"Aug 07, 2018","186.73","199.77","206.44","186.73","0.96K","-6.53%"
"Aug 06, 2018","199.77","205.83","211.99","198.50","1.05K","-2.95%"
"Aug 05, 2018","205.83","201.84","208.19","200.70","0.33K","2.08%"
"Aug 04, 2018","201.64","209.84","214.11","200.98","0.77K","-3.91%"
"Aug 03, 2018","209.84","210.70","213.86","202.79","0.76K","-0.41%"
