"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 02, 2019","10,830.50","10,575.90","10,944.80","9,666.00","15.22K","2.41%"
"Jul 01, 2019","10,575.90","10,749.40","11,211.10","9,968.30","14.21K","-1.71%"
"Jun 30, 2019","10,760.10","11,865.10","12,200.00","10,650.00","9.05K","-9.35%"
"Jun 29, 2019","11,870.00","12,370.00","12,424.90","11,333.90","10.95K","-3.96%"
"Jun 28, 2019","12,360.00","11,161.90","12,448.50","10,739.10","13.78K","10.87%"
"Jun 27, 2019","11,148.00","12,933.80","13,349.80","10,300.00","24.87K","-13.81%"
"Jun 26, 2019","12,934.10","11,760.00","13,857.30","11,600.10","24.78K","9.98%"
"Jun 25, 2019","11,760.00","11,023.90","11,797.10","11,007.90","11.56K","6.71%"
"Jun 24, 2019","11,020.60","10,814.10","11,100.00","10,520.00","5.45K","1.81%"
"Jun 23, 2019","10,825.00","10,663.80","11,260.00","10,474.00","5.34K","1.50%"
"Jun 22, 2019","10,664.80","10,216.20","11,200.00","10,075.00","12.65K","4.35%"
"Jun 21, 2019","10,220.00","9,533.00","10,230.00","9,533.00","9.03K","7.19%"
"Jun 20, 2019","9,534.30","9,277.10","9,599.80","9,213.20","6.45K","2.77%"
"Jun 19, 2019","9,277.10","9,080.50","9,323.30","9,040.00","4.35K","2.12%"
"Jun 18, 2019","9,084.30","9,335.00","9,355.00","8,943.10","6.28K","-2.69%"
"Jun 17, 2019","9,335.00","8,973.80","9,470.00","8,973.80","8.40K","4.03%"
"Jun 16, 2019","8,973.40","8,856.80","9,387.90","8,719.10","12.27K","1.31%"
"Jun 15, 2019","8,857.00","8,694.00","8,906.90","8,620.70","5.25K","1.87%"
"Jun 14, 2019","8,694.00","8,237.60","8,740.00","8,175.00","7.11K","5.51%"
"Jun 13, 2019","8,240.00","8,171.00","8,335.30","8,055.70","5.72K","0.81%"
"Jun 12, 2019","8,173.60","7,921.40","8,274.10","7,826.20","8.05K","3.21%"
"Jun 11, 2019","7,919.40","8,019.90","8,052.00","7,717.00","6.82K","-1.22%"
"Jun 10, 2019","8,017.60","7,642.10","8,076.70","7,525.00","7.18K","4.91%"
"Jun 09, 2019","7,642.10","7,928.70","7,960.00","7,510.00","4.22K","-3.61%"
"Jun 08, 2019","7,928.70","8,000.50","8,060.00","7,785.20","3.42K","-0.89%"
"Jun 07, 2019","8,000.20","7,803.70","8,130.80","7,765.00","6.47K","2.61%"
"Jun 06, 2019","7,796.80","7,787.10","7,875.00","7,454.00","8.06K","0.12%"
"Jun 05, 2019","7,787.30","7,670.00","7,921.80","7,583.30","7.82K","1.54%"
"Jun 04, 2019","7,669.20","8,120.00","8,120.00","7,435.10","14.28K","-5.55%"
"Jun 03, 2019","8,120.00","8,742.50","8,746.00","8,040.10","8.84K","-7.12%"
"Jun 02, 2019","8,742.50","8,549.90","8,830.20","8,540.80","3.81K","2.25%"
"Jun 01, 2019","8,549.90","8,552.90","8,621.50","8,461.60","2.90K","-0.07%"
"May 31, 2019","8,555.50","8,272.60","8,591.10","8,115.70","9.00K","3.46%"
"May 30, 2019","8,269.60","8,663.20","9,090.00","8,000.00","12.77K","-4.54%"
"May 29, 2019","8,663.20","8,720.10","8,752.40","8,432.40","5.84K","-0.65%"
"May 28, 2019","8,720.10","8,778.70","8,814.60","8,400.00","5.80K","-0.69%"
"May 27, 2019","8,780.70","8,733.00","8,943.00","8,662.80","7.67K","0.46%"
"May 26, 2019","8,740.30","8,066.50","8,778.30","7,896.20","9.34K","8.35%"
"May 25, 2019","8,066.50","8,000.00","8,158.80","7,946.90","3.03K","0.83%"
"May 24, 2019","8,000.00","7,884.20","8,173.70","7,800.20","7.40K","1.54%"
"May 23, 2019","7,878.70","7,622.10","7,980.00","7,470.00","8.01K","3.40%"
"May 22, 2019","7,620.00","7,951.90","8,039.90","7,519.80","8.56K","-4.18%"
"May 21, 2019","7,952.00","8,005.00","8,116.00","7,807.00","7.14K","-0.66%"
"May 20, 2019","8,005.00","8,194.90","8,198.10","7,575.00","12.22K","-2.28%"
"May 19, 2019","8,191.90","7,266.80","8,297.80","7,257.00","15.27K","12.73%"
"May 18, 2019","7,266.80","7,358.80","7,494.20","7,212.80","6.06K","-1.14%"
"May 17, 2019","7,350.70","7,878.60","7,946.20","6,667.00","16.21K","-6.70%"
"May 16, 2019","7,878.60","8,203.00","8,369.80","7,650.00","10.91K","-3.95%"
"May 15, 2019","8,203.00","7,995.00","8,291.60","7,829.60","9.32K","2.62%"
"May 14, 2019","7,993.70","7,817.10","8,336.90","7,620.10","18.04K","2.35%"
"May 13, 2019","7,810.00","6,973.90","8,165.00","6,870.00","19.42K","11.96%"
"May 12, 2019","6,976.00","7,212.20","7,585.70","6,773.70","18.57K","-3.04%"
"May 11, 2019","7,195.00","6,337.90","7,450.00","6,337.90","17.17K","13.52%"
"May 10, 2019","6,337.90","6,151.40","6,429.10","6,110.20","9.84K","3.08%"
"May 09, 2019","6,148.70","5,939.60","6,174.00","5,933.50","7.38K","3.52%"
"May 08, 2019","5,939.60","5,744.00","5,981.00","5,673.50","5.93K","3.41%"
"May 07, 2019","5,744.00","5,687.60","5,967.80","5,687.60","9.11K","1.00%"
"May 06, 2019","5,687.40","5,716.90","5,752.00","5,568.50","5.03K","-0.52%"
"May 05, 2019","5,716.90","5,763.50","5,779.10","5,635.00","3.30K","-0.81%"
"May 04, 2019","5,763.50","5,660.00","5,839.90","5,526.20","8.31K","1.83%"
"May 03, 2019","5,660.00","5,390.00","5,791.80","5,368.70","10.63K","5.01%"
"May 02, 2019","5,390.00","5,323.30","5,419.00","5,309.60","3.87K","1.25%"
"May 01, 2019","5,323.30","5,272.20","5,358.90","5,270.00","3.31K","0.97%"
"Apr 30, 2019","5,272.20","5,149.00","5,297.00","5,131.10","4.84K","2.39%"
"Apr 29, 2019","5,149.00","5,156.10","5,194.20","5,076.10","4.36K","-0.14%"
"Apr 28, 2019","5,156.10","5,168.50","5,215.40","5,100.50","2.65K","-0.24%"
"Apr 27, 2019","5,168.50","5,153.00","5,216.50","5,116.70","2.87K","0.30%"
"Apr 26, 2019","5,153.00","5,128.70","5,280.00","5,050.00","8.84K","0.41%"
"Apr 25, 2019","5,131.80","5,442.20","5,510.50","4,357.10","10.22K","-5.74%"
"Apr 24, 2019","5,444.20","5,525.40","5,627.90","5,375.30","7.79K","-1.53%"
"Apr 23, 2019","5,528.60","5,384.00","5,645.00","5,363.30","8.35K","2.69%"
"Apr 22, 2019","5,384.00","5,297.00","5,453.30","5,245.00","5.84K","1.64%"
"Apr 21, 2019","5,297.00","5,316.50","5,347.80","5,200.00","2.91K","-0.37%"
"Apr 20, 2019","5,316.50","5,286.00","5,359.00","5,257.00","2.55K","0.58%"
"Apr 19, 2019","5,286.00","5,282.80","5,366.50","5,194.20","4.00K","0.07%"
"Apr 18, 2019","5,282.30","5,225.00","5,325.00","5,222.10","3.52K","1.10%"
"Apr 17, 2019","5,225.00","5,204.10","5,300.00","5,175.10","3.25K","0.40%"
"Apr 16, 2019","5,204.10","5,034.80","5,245.00","5,017.90","5.29K","3.36%"
"Apr 15, 2019","5,035.00","5,158.40","5,188.70","4,948.80","4.64K","-2.39%"
"Apr 14, 2019","5,158.40","5,065.60","5,187.80","5,010.20","2.45K","1.83%"
"Apr 13, 2019","5,065.60","5,078.80","5,121.90","5,036.10","2.46K","-0.26%"
"Apr 12, 2019","5,078.80","5,041.70","5,114.60","4,920.00","5.32K","0.74%"
"Apr 11, 2019","5,041.70","5,320.20","5,343.40","4,970.70","8.62K","-5.23%"
"Apr 10, 2019","5,320.20","5,190.00","5,464.00","5,167.80","8.77K","2.49%"
"Apr 09, 2019","5,190.80","5,285.10","5,287.70","5,144.90","5.77K","-1.78%"
"Apr 08, 2019","5,285.10","5,194.20","5,355.00","5,125.70","7.27K","1.75%"
"Apr 07, 2019","5,194.20","5,044.40","5,270.00","5,026.20","5.49K","2.97%"
"Apr 06, 2019","5,044.40","5,038.10","5,240.00","4,913.90","5.74K","0.13%"
"Apr 05, 2019","5,038.10","4,905.70","5,076.40","4,886.00","5.55K","2.70%"
"Apr 04, 2019","4,905.70","4,972.20","5,074.10","4,783.30","10.84K","-1.25%"
"Apr 03, 2019","4,967.60","4,902.90","5,362.70","4,765.00","20.15K","1.32%"
"Apr 02, 2019","4,902.90","4,137.80","5,142.90","4,133.10","22.35K","18.49%"
"Apr 01, 2019","4,137.80","4,095.20","4,148.60","4,051.70","4.65K","1.04%"
"Mar 31, 2019","4,095.20","4,090.90","4,100.00","4,073.70","0.95K","0.11%"
"Mar 30, 2019","4,090.90","4,088.40","4,130.00","4,040.50","2.48K","0.05%"
"Mar 29, 2019","4,088.90","4,013.80","4,100.00","4,005.90","4.46K","1.87%"
"Mar 28, 2019","4,013.80","4,025.80","4,025.80","3,994.80","2.37K","-0.30%"
"Mar 27, 2019","4,025.80","3,918.90","4,037.30","3,913.00","4.14K","2.73%"
"Mar 26, 2019","3,918.90","3,905.90","3,921.60","3,882.80","2.28K","0.33%"
"Mar 25, 2019","3,905.90","3,969.30","3,976.60","3,859.10","4.69K","-1.60%"
"Mar 24, 2019","3,969.30","3,982.50","3,982.50","3,945.00","2.07K","-0.33%"
"Mar 23, 2019","3,982.50","3,982.10","4,000.40","3,961.00","1.62K","0.01%"
"Mar 22, 2019","3,982.10","3,972.50","3,999.00","3,960.00","2.48K","0.24%"
"Mar 21, 2019","3,972.40","4,032.10","4,058.20","3,871.30","4.87K","-1.48%"
"Mar 20, 2019","4,032.10","4,000.00","4,044.90","3,963.40","3.93K","0.80%"
