"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 19, 2019","4,000.00","3,969.60","4,010.00","3,950.00","3.21K","0.77%"
"Mar 18, 2019","3,969.60","3,965.00","4,014.10","3,935.20","3.73K","0.12%"
"Mar 17, 2019","3,965.00","3,989.20","3,989.60","3,937.40","1.47K","-0.61%"
"Mar 16, 2019","3,989.20","3,900.20","4,042.50","3,899.70","4.43K","2.28%"
"Mar 15, 2019","3,900.20","3,853.90","3,909.80","3,846.80","2.85K","1.20%"
"Mar 14, 2019","3,853.90","3,853.40","3,906.60","3,781.60","3.59K","0.01%"
"Mar 13, 2019","3,853.40","3,863.10","3,873.50","3,826.50","3.01K","-0.25%"
"Mar 12, 2019","3,863.10","3,850.70","3,879.60","3,800.50","3.27K","0.32%"
"Mar 11, 2019","3,850.70","3,897.90","3,911.20","3,816.60","3.23K","-1.30%"
"Mar 10, 2019","3,901.60","3,919.20","3,919.20","3,866.00","1.45K","-0.45%"
"Mar 09, 2019","3,919.20","3,844.30","3,947.00","3,836.70","3.27K","1.95%"
"Mar 08, 2019","3,844.30","3,854.00","3,910.00","3,768.30","4.55K","-0.25%"
"Mar 07, 2019","3,854.00","3,851.70","3,890.00","3,829.90","4.05K","0.06%"
"Mar 06, 2019","3,851.70","3,844.90","3,891.00","3,805.00","3.44K","0.17%"
"Mar 05, 2019","3,845.00","3,700.10","3,873.20","3,690.60","4.41K","3.92%"
"Mar 04, 2019","3,700.10","3,785.70","3,805.20","3,670.90","4.03K","-2.26%"
"Mar 03, 2019","3,785.70","3,809.90","3,822.40","3,755.40","2.06K","-0.64%"
"Mar 02, 2019","3,809.90","3,804.70","3,818.50","3,759.50","1.77K","0.13%"
"Mar 01, 2019","3,804.90","3,793.70","3,843.00","3,790.50","2.67K","0.30%"
"Feb 28, 2019","3,793.70","3,799.10","3,884.90","3,756.40","5.63K","-0.14%"
"Feb 27, 2019","3,799.10","3,796.20","3,827.90","3,652.60","6.16K","0.08%"
"Feb 26, 2019","3,796.20","3,819.80","3,829.90","3,766.40","4.28K","-0.62%"
"Feb 25, 2019","3,819.80","3,732.20","3,860.30","3,732.20","5.28K","2.35%"
"Feb 24, 2019","3,732.20","4,113.30","4,190.30","3,696.10","12.72K","-9.27%"
"Feb 23, 2019","4,113.30","3,940.50","4,154.60","3,911.00","6.81K","4.39%"
"Feb 22, 2019","3,940.50","3,897.10","3,954.60","3,884.70","4.75K","1.11%"
"Feb 21, 2019","3,897.10","3,942.00","3,986.00","3,864.60","4.84K","-1.14%"
"Feb 20, 2019","3,942.00","3,888.10","3,962.50","3,865.70","5.67K","1.39%"
"Feb 19, 2019","3,888.10","3,870.70","3,973.50","3,838.20","7.29K","0.45%"
"Feb 18, 2019","3,870.70","3,625.10","3,918.10","3,594.30","11.39K","6.77%"
"Feb 17, 2019","3,625.10","3,580.10","3,673.00","3,552.70","3.86K","1.26%"
"Feb 16, 2019","3,580.10","3,565.90","3,613.30","3,562.70","2.08K","0.40%"
"Feb 15, 2019","3,565.90","3,562.30","3,615.30","3,546.80","3.89K","0.10%"
"Feb 14, 2019","3,562.30","3,574.00","3,588.80","3,532.10","3.24K","-0.33%"
"Feb 13, 2019","3,574.00","3,588.90","3,632.20","3,560.00","3.75K","-0.42%"
"Feb 12, 2019","3,588.90","3,591.70","3,619.40","3,538.20","4.50K","-0.08%"
"Feb 11, 2019","3,591.70","3,647.10","3,650.70","3,580.60","3.61K","-1.52%"
"Feb 10, 2019","3,647.30","3,625.70","3,657.10","3,578.20","2.51K","0.59%"
"Feb 09, 2019","3,625.80","3,622.10","3,649.60","3,592.40","3.52K","0.10%"
"Feb 08, 2019","3,622.00","3,360.30","3,704.90","3,341.40","9.97K","7.79%"
"Feb 07, 2019","3,360.30","3,367.40","3,382.40","3,348.10","3.20K","-0.21%"
"Feb 06, 2019","3,367.40","3,429.50","3,445.00","3,337.00","4.93K","-1.81%"
"Feb 05, 2019","3,429.50","3,413.90","3,433.80","3,397.80","2.73K","0.46%"
"Feb 04, 2019","3,413.90","3,415.20","3,437.80","3,396.90","2.83K","-0.04%"
"Feb 03, 2019","3,415.20","3,466.00","3,473.00","3,388.60","2.32K","-1.45%"
"Feb 02, 2019","3,465.50","3,437.20","3,486.30","3,414.00","2.43K","0.82%"
"Feb 01, 2019","3,437.20","3,409.60","3,460.00","3,375.10","5.79K","0.81%"
"Jan 31, 2019","3,409.60","3,435.40","3,473.20","3,395.20","5.20K","-0.75%"
"Jan 30, 2019","3,435.40","3,395.00","3,465.10","3,371.30","4.73K","1.19%"
"Jan 29, 2019","3,395.00","3,431.00","3,440.00","3,344.80","6.09K","-1.05%"
"Jan 28, 2019","3,431.00","3,533.40","3,537.00","3,373.80","7.90K","-2.90%"
"Jan 27, 2019","3,533.40","3,556.20","3,562.20","3,470.80","2.45K","-0.64%"
"Jan 26, 2019","3,556.20","3,560.10","3,673.00","3,540.80","3.13K","-0.11%"
"Jan 25, 2019","3,560.10","3,571.30","3,577.40","3,512.80","3.63K","-0.31%"
"Jan 24, 2019","3,571.30","3,556.10","3,591.70","3,531.30","3.39K","0.43%"
"Jan 23, 2019","3,556.10","3,575.80","3,613.20","3,521.70","5.12K","-0.55%"
"Jan 22, 2019","3,575.80","3,533.40","3,607.50","3,446.40","5.85K","1.20%"
"Jan 21, 2019","3,533.40","3,529.90","3,565.00","3,487.80","3.93K","0.10%"
"Jan 20, 2019","3,529.90","3,683.00","3,702.50","3,475.10","5.78K","-4.16%"
"Jan 19, 2019","3,683.00","3,612.20","3,949.90","3,606.10","4.39K","1.96%"
"Jan 18, 2019","3,612.20","3,644.00","3,644.80","3,580.40","4.15K","-0.87%"
"Jan 17, 2019","3,644.00","3,606.60","3,658.70","3,542.10","6.05K","1.04%"
"Jan 16, 2019","3,606.60","3,587.00","3,669.50","3,573.40","6.58K","0.55%"
"Jan 15, 2019","3,587.00","3,664.80","3,685.50","3,550.00","6.45K","-2.12%"
"Jan 14, 2019","3,664.80","3,514.90","3,709.40","3,506.90","6.92K","4.33%"
"Jan 13, 2019","3,512.60","3,616.50","3,644.00","3,435.20","5.57K","-2.87%"
"Jan 12, 2019","3,616.50","3,635.10","3,650.00","3,571.30","2.89K","-0.51%"
"Jan 11, 2019","3,635.10","3,623.50","3,693.30","3,569.30","9.78K","0.32%"
"Jan 10, 2019","3,623.50","3,999.90","4,035.50","3,576.60","13.16K","-9.41%"
"Jan 09, 2019","3,999.90","3,992.90","4,039.80","3,966.00","5.46K","0.18%"
"Jan 08, 2019","3,992.70","4,005.30","4,113.00","3,940.00","8.11K","-0.41%"
"Jan 07, 2019","4,009.20","4,041.10","4,073.60","3,971.90","5.30K","-0.79%"
"Jan 06, 2019","4,041.10","3,796.60","4,078.00","3,760.80","7.94K","6.44%"
"Jan 05, 2019","3,796.60","3,823.70","3,873.80","3,775.00","3.38K","-0.71%"
"Jan 04, 2019","3,823.70","3,786.50","3,856.90","3,729.70","5.04K","0.98%"
"Jan 03, 2019","3,786.50","3,887.80","3,895.50","3,758.10","5.52K","-2.61%"
"Jan 02, 2019","3,887.90","3,820.10","3,920.00","3,774.00","5.52K","1.77%"
"Jan 01, 2019","3,820.10","3,691.90","3,838.90","3,644.20","5.41K","3.47%"
"Dec 31, 2018","3,691.90","3,832.40","3,837.00","3,633.10","6.29K","-3.67%"
"Dec 30, 2018","3,832.40","3,720.00","3,859.90","3,681.00","5.74K","3.12%"
"Dec 29, 2018","3,716.50","3,890.50","3,944.90","3,695.10","6.03K","-4.47%"
"Dec 28, 2018","3,890.50","3,588.60","3,948.50","3,575.00","10.98K","8.41%"
"Dec 27, 2018","3,588.60","3,808.20","3,837.50","3,569.00","8.11K","-5.77%"
"Dec 26, 2018","3,808.20","3,778.50","3,860.00","3,680.20","8.78K","0.79%"
"Dec 25, 2018","3,778.50","4,033.60","4,040.00","3,674.20","12.35K","-6.36%"
"Dec 24, 2018","4,035.10","3,940.20","4,239.60","3,940.20","14.20K","2.41%"
"Dec 23, 2018","3,940.20","3,981.30","4,062.50","3,910.00","6.92K","-1.02%"
"Dec 22, 2018","3,980.80","3,838.50","4,022.60","3,788.30","9.60K","3.71%"
"Dec 21, 2018","3,838.50","4,074.40","4,164.00","3,769.20","16.05K","-5.79%"
"Dec 20, 2018","4,074.40","3,683.60","4,178.00","3,658.80","21.32K","10.65%"
"Dec 19, 2018","3,682.10","3,669.10","3,920.00","3,645.60","23.74K","0.44%"
"Dec 18, 2018","3,665.80","3,502.00","3,681.50","3,436.20","11.68K","4.68%"
"Dec 17, 2018","3,502.00","3,189.70","3,587.90","3,184.00","18.05K","9.79%"
"Dec 16, 2018","3,189.70","3,180.10","3,265.00","3,159.00","4.49K","0.25%"
"Dec 15, 2018","3,181.60","3,194.90","3,225.00","3,124.00","5.33K","-0.35%"
"Dec 14, 2018","3,192.90","3,260.00","3,304.60","3,134.00","11.70K","-2.06%"
"Dec 13, 2018","3,260.00","3,435.20","3,438.20","3,220.00","10.91K","-5.10%"
"Dec 12, 2018","3,435.20","3,342.90","3,486.30","3,333.90","7.30K","2.60%"
"Dec 11, 2018","3,348.10","3,410.50","3,427.00","3,294.50","6.96K","-1.76%"
"Dec 10, 2018","3,408.00","3,539.50","3,593.70","3,350.30","8.25K","-3.72%"
"Dec 09, 2018","3,539.50","3,396.90","3,636.00","3,374.70","8.53K","4.20%"
"Dec 08, 2018","3,396.90","3,379.30","3,493.00","3,252.70","9.22K","0.52%"
"Dec 07, 2018","3,379.30","3,432.60","3,538.40","3,208.10","20.98K","-1.56%"
"Dec 06, 2018","3,433.00","3,700.00","3,844.20","3,418.50","18.69K","-6.98%"
"Dec 05, 2018","3,690.60","3,904.70","3,916.30","3,662.80","8.74K","-5.48%"
"Dec 04, 2018","3,904.70","3,832.70","4,050.40","3,728.70","9.30K","1.89%"
"Dec 03, 2018","3,832.40","4,101.90","4,117.00","3,743.10","10.34K","-6.57%"
"Dec 02, 2018","4,101.90","4,136.20","4,262.80","4,026.10","5.90K","-0.83%"
"Dec 01, 2018","4,136.20","3,969.40","4,286.60","3,905.80","7.21K","4.20%"
"Nov 30, 2018","3,969.40","4,249.00","4,299.20","3,857.00","14.58K","-6.42%"
"Nov 29, 2018","4,241.90","4,219.80","4,404.90","4,090.00","11.12K","0.52%"
"Nov 28, 2018","4,219.80","3,770.70","4,397.60","3,770.70","16.24K","11.81%"
"Nov 27, 2018","3,774.20","3,727.10","3,828.70","3,568.10","11.32K","1.27%"
"Nov 26, 2018","3,727.00","3,932.90","4,067.80","3,516.10","18.38K","-5.21%"
"Nov 25, 2018","3,931.80","3,780.00","4,126.90","3,460.10","19.56K","4.02%"
"Nov 24, 2018","3,780.00","4,286.40","4,373.20","3,685.00","10.82K","-11.87%"
"Nov 23, 2018","4,289.10","4,262.20","4,360.00","4,095.00","9.32K","0.65%"
"Nov 22, 2018","4,261.50","4,548.20","4,589.90","4,238.90","6.29K","-6.30%"
"Nov 21, 2018","4,548.20","4,381.10","4,635.70","4,242.10","11.07K","4.09%"
"Nov 20, 2018","4,369.50","4,741.30","4,891.90","4,060.10","24.32K","-7.76%"
"Nov 19, 2018","4,736.90","5,561.00","5,563.50","4,700.00","13.55K","-14.82%"
"Nov 18, 2018","5,560.90","5,499.30","5,698.00","5,499.30","1.84K","1.12%"
"Nov 17, 2018","5,499.30","5,514.40","5,548.10","5,457.20","2.19K","-0.27%"
"Nov 16, 2018","5,514.40","5,574.50","5,610.00","5,413.00","4.40K","-1.01%"
"Nov 15, 2018","5,570.60","5,605.10","5,647.80","5,206.10","10.51K","-0.66%"
"Nov 14, 2018","5,607.50","6,260.00","6,300.00","5,330.00","15.79K","-10.42%"
"Nov 13, 2018","6,260.00","6,327.40","6,329.10","6,250.00","2.51K","-1.06%"
"Nov 12, 2018","6,327.30","6,358.20","6,385.00","6,290.80","2.24K","-0.49%"
"Nov 11, 2018","6,358.20","6,349.00","6,363.40","6,275.30","0.76K","0.14%"
"Nov 10, 2018","6,349.00","6,335.40","6,375.00","6,331.60","0.70K","0.21%"
"Nov 09, 2018","6,335.40","6,408.80","6,419.70","6,310.00","2.17K","-1.15%"
"Nov 08, 2018","6,408.80","6,503.20","6,515.70","6,394.50","1.56K","-1.45%"
"Nov 07, 2018","6,503.30","6,451.30","6,548.90","6,448.60","2.68K","0.81%"
"Nov 06, 2018","6,451.30","6,405.90","6,455.20","6,390.20","2.07K","0.71%"
"Nov 05, 2018","6,405.90","6,419.90","6,443.30","6,370.20","1.25K","-0.22%"
"Nov 04, 2018","6,419.90","6,331.40","6,469.70","6,316.30","1.75K","1.40%"
"Nov 03, 2018","6,331.40","6,346.20","6,347.60","6,300.60","0.68K","-0.23%"
"Nov 02, 2018","6,346.20","6,339.90","6,378.30","6,318.20","1.76K","0.10%"
"Nov 01, 2018","6,339.90","6,307.50","6,367.70","6,290.90","1.75K","0.51%"
"Oct 31, 2018","6,307.50","6,275.00","6,370.10","6,205.20","3.02K","0.52%"
"Oct 30, 2018","6,275.00","6,266.20","6,295.70","6,242.00","4.58K","0.14%"
"Oct 29, 2018","6,266.30","6,408.10","6,423.00","6,201.00","3.56K","-2.21%"
"Oct 28, 2018","6,408.10","6,410.30","6,425.80","6,388.00","0.77K","-0.04%"
"Oct 27, 2018","6,410.40","6,409.30","6,422.30","6,385.00","0.65K","0.02%"
"Oct 26, 2018","6,409.20","6,393.00","6,449.30","6,378.90","1.46K","0.25%"
"Oct 25, 2018","6,393.00","6,413.90","6,419.70","6,363.10","1.48K","-0.33%"
"Oct 24, 2018","6,413.90","6,394.40","6,464.90","6,392.70","1.46K","0.30%"
"Oct 23, 2018","6,394.40","6,401.60","6,418.00","6,356.20","2.06K","-0.24%"
"Oct 22, 2018","6,409.60","6,410.60","6,428.70","6,369.40","1.20K","-0.01%"
"Oct 21, 2018","6,410.00","6,412.30","6,456.00","6,399.20","0.94K","-0.04%"
"Oct 20, 2018","6,412.30","6,384.20","6,426.10","6,360.10","0.78K","0.44%"
"Oct 19, 2018","6,384.20","6,395.20","6,406.80","6,352.50","1.12K","-0.18%"
"Oct 18, 2018","6,395.40","6,442.20","6,487.90","6,351.70","1.78K","-0.73%"
"Oct 17, 2018","6,442.50","6,454.40","6,469.80","6,411.90","1.68K","-0.28%"
"Oct 16, 2018","6,460.40","6,438.50","6,490.00","6,398.10","3.26K","0.34%"
"Oct 15, 2018","6,438.50","6,181.90","6,800.10","6,151.00","11.12K","4.15%"
"Oct 14, 2018","6,181.80","6,197.90","6,285.50","6,150.10","1.22K","-0.26%"
"Oct 13, 2018","6,197.90","6,192.00","6,219.10","6,172.30","0.91K","0.09%"
"Oct 12, 2018","6,192.20","6,150.10","6,238.50","6,110.00","1.53K","0.68%"
"Oct 11, 2018","6,150.10","6,530.50","6,530.50","6,091.20","7.09K","-5.82%"
"Oct 10, 2018","6,530.50","6,585.10","6,589.10","6,441.80","2.49K","-0.88%"
"Oct 09, 2018","6,588.40","6,610.00","6,618.50","6,555.60","1.36K","-0.33%"
"Oct 08, 2018","6,610.00","6,570.50","6,663.90","6,545.00","2.50K","0.60%"
"Oct 07, 2018","6,570.50","6,550.00","6,584.20","6,488.30","1.02K","0.31%"
"Oct 06, 2018","6,550.00","6,580.10","6,599.00","6,532.10","0.86K","-0.61%"
"Oct 05, 2018","6,590.20","6,547.40","6,647.30","6,512.10","2.49K","0.65%"
"Oct 04, 2018","6,547.40","6,461.10","6,598.90","6,461.00","1.98K","1.29%"
"Oct 03, 2018","6,463.90","6,491.30","6,521.10","6,397.60","2.85K","-0.56%"
"Oct 02, 2018","6,500.00","6,572.60","6,596.70","6,452.00","2.36K","-1.10%"
"Oct 01, 2018","6,572.60","6,604.10","6,632.50","6,490.20","1.77K","-0.48%"
"Sep 30, 2018","6,604.10","6,582.70","6,641.00","6,518.00","0.60K","0.33%"
"Sep 29, 2018","6,582.70","6,622.30","6,622.30","6,450.10","1.94K","-0.60%"
"Sep 28, 2018","6,622.30","6,683.80","6,796.00","6,531.10","4.43K","-0.92%"
"Sep 27, 2018","6,683.90","6,453.50","6,729.80","6,430.90","2.40K","3.57%"
"Sep 26, 2018","6,453.50","6,435.00","6,540.70","6,372.00","3.22K","0.29%"
"Sep 25, 2018","6,435.00","6,579.20","6,579.30","6,327.00","5.04K","-2.19%"
"Sep 24, 2018","6,579.20","6,700.00","6,719.90","6,550.10","3.89K","-1.80%"
"Sep 23, 2018","6,700.00","6,717.00","6,768.00","6,661.30","1.38K","-0.25%"
"Sep 22, 2018","6,717.00","6,755.30","6,836.40","6,625.10","3.10K","-0.57%"
"Sep 21, 2018","6,755.30","6,491.20","6,778.70","6,480.00","5.72K","4.07%"
"Sep 20, 2018","6,491.20","6,392.10","6,539.50","6,345.50","3.70K","1.03%"
"Sep 19, 2018","6,425.00","6,330.50","6,555.00","6,112.90","-","1.49%"
"Sep 18, 2018","6,330.50","6,250.00","6,384.90","6,225.00","3.23K","1.29%"
"Sep 17, 2018","6,250.00","6,497.90","6,532.10","6,205.00","5.04K","-3.82%"
"Sep 16, 2018","6,497.90","6,520.00","6,520.10","6,366.50","1.60K","-0.34%"
"Sep 15, 2018","6,520.00","6,482.90","6,568.40","6,465.20","1.27K","0.57%"
"Sep 14, 2018","6,482.90","6,487.10","6,599.80","6,390.00","3.98K","-0.06%"
"Sep 13, 2018","6,487.10","6,319.50","6,595.90","6,319.50","5.15K","2.65%"
"Sep 12, 2018","6,319.50","6,279.00","6,363.90","6,197.00","2.97K","0.59%"
"Sep 11, 2018","6,282.30","6,304.50","6,410.00","6,169.70","3.53K","-0.35%"
"Sep 10, 2018","6,304.50","6,230.90","6,349.30","6,230.90","3.38K","1.18%"
"Sep 09, 2018","6,230.90","6,183.20","6,437.10","6,137.70","3.64K","0.77%"
"Sep 08, 2018","6,183.20","6,397.60","6,457.70","6,107.30","3.87K","-3.35%"
"Sep 07, 2018","6,397.60","6,494.80","6,524.70","6,318.80","3.23K","-1.50%"
"Sep 06, 2018","6,494.80","6,684.40","6,700.00","6,257.20","9.59K","-2.90%"
"Sep 05, 2018","6,688.50","7,359.30","7,389.40","6,653.00","7.61K","-9.11%"
"Sep 04, 2018","7,359.30","7,256.00","7,405.90","7,220.00","2.78K","1.39%"
"Sep 03, 2018","7,258.40","7,294.50","7,329.90","7,185.10","2.10K","-0.50%"
"Sep 02, 2018","7,294.70","7,191.30","7,331.00","7,127.50","3.38K","1.44%"
"Sep 01, 2018","7,191.30","7,015.80","7,254.00","7,014.70","2.91K","2.53%"
"Aug 31, 2018","7,014.00","6,983.10","7,085.80","6,888.60","3.50K","0.44%"
"Aug 30, 2018","6,983.10","7,025.60","7,060.00","6,788.40","4.73K","-0.56%"
"Aug 29, 2018","7,022.70","7,076.70","7,120.00","6,897.60","2.92K","-0.76%"
"Aug 28, 2018","7,076.70","6,906.20","7,133.70","6,860.00","5.20K","2.43%"
"Aug 27, 2018","6,909.00","6,710.00","6,911.80","6,648.10","3.18K","2.97%"
"Aug 26, 2018","6,710.00","6,732.30","6,775.00","6,568.30","1.99K","-0.33%"
"Aug 25, 2018","6,732.30","6,693.30","6,795.00","6,660.60","2.08K","0.53%"
"Aug 24, 2018","6,696.60","6,527.20","6,748.00","6,455.80","3.11K","2.60%"
"Aug 23, 2018","6,527.20","6,359.80","6,573.30","6,329.20","3.43K","2.79%"
"Aug 22, 2018","6,350.00","6,475.50","6,899.90","6,241.50","8.21K","-1.88%"
"Aug 21, 2018","6,471.70","6,257.20","6,499.60","6,241.40","3.18K","3.47%"
"Aug 20, 2018","6,254.60","6,475.10","6,520.00","6,224.00","3.78K","-3.41%"
"Aug 19, 2018","6,475.10","6,400.00","6,545.70","6,325.00","1.72K","1.17%"
"Aug 18, 2018","6,400.00","6,589.20","6,615.80","6,301.60","3.13K","-2.87%"
"Aug 17, 2018","6,589.20","6,316.40","6,596.70","6,289.10","3.76K","4.33%"
"Aug 16, 2018","6,316.00","6,269.50","6,491.80","6,213.60","4.76K","0.74%"
"Aug 15, 2018","6,269.50","6,196.80","6,626.70","6,187.10","8.07K","1.17%"
"Aug 14, 2018","6,196.80","6,250.00","6,253.30","5,890.00","10.25K","-0.89%"
"Aug 13, 2018","6,252.20","6,312.20","6,541.60","6,144.00","5.76K","-0.92%"
"Aug 12, 2018","6,310.00","6,231.80","6,470.50","6,162.00","4.50K","1.25%"
"Aug 11, 2018","6,231.80","6,141.50","6,488.90","5,995.20","7.12K","1.39%"
"Aug 10, 2018","6,146.40","6,536.00","6,579.10","6,012.70","7.53K","-5.96%"
"Aug 09, 2018","6,536.00","6,275.90","6,628.90","6,187.70","5.94K","4.14%"
"Aug 08, 2018","6,275.90","6,717.80","6,717.80","6,126.70","8.57K","-6.58%"
"Aug 07, 2018","6,717.80","6,935.70","7,146.50","6,659.90","6.14K","-3.14%"
"Aug 06, 2018","6,935.70","7,026.90","7,151.10","6,833.00","2.98K","-1.30%"
"Aug 05, 2018","7,026.90","7,024.50","7,086.40","6,881.00","3.30K","0.03%"
"Aug 04, 2018","7,024.50","7,410.10","7,485.90","6,927.00","4.99K","-5.27%"
"Aug 03, 2018","7,415.00","7,534.80","7,534.80","7,254.60","5.25K","-1.59%"
"Aug 02, 2018","7,534.80","7,604.10","7,700.00","7,455.80","3.77K","-0.91%"
"Aug 01, 2018","7,604.10","7,726.00","7,757.70","7,423.00","4.41K","-1.58%"
"Jul 31, 2018","7,726.00","8,170.00","8,170.00","7,634.80","5.45K","-5.43%"
"Jul 30, 2018","8,170.00","8,213.10","8,274.90","7,855.10","4.50K","-0.53%"
"Jul 29, 2018","8,213.50","8,225.30","8,290.20","8,125.00","1.67K","-0.21%"
"Jul 28, 2018","8,230.80","8,177.00","8,242.00","8,074.40","1.77K","0.66%"
"Jul 27, 2018","8,176.80","7,925.00","8,272.10","7,800.50","5.53K","3.18%"
"Jul 26, 2018","7,925.00","8,166.00","8,313.00","7,840.00","5.61K","-2.95%"
"Jul 25, 2018","8,166.00","8,401.80","8,487.90","8,062.10","5.75K","-2.77%"
"Jul 24, 2018","8,398.70","7,720.00","8,477.30","7,695.00","8.21K","8.79%"
"Jul 23, 2018","7,720.00","7,401.10","7,802.70","7,375.80","5.32K","4.31%"
"Jul 22, 2018","7,401.10","7,397.70","7,570.90","7,324.50","2.55K","0.06%"
"Jul 21, 2018","7,396.70","7,320.00","7,447.80","7,200.30","2.41K","1.05%"
"Jul 20, 2018","7,320.00","7,472.30","7,670.00","7,274.30","5.35K","-2.04%"
"Jul 19, 2018","7,472.30","7,379.80","7,548.80","7,280.80","4.11K","1.25%"
"Jul 18, 2018","7,379.80","7,316.20","7,599.00","7,245.50","-","0.86%"
"Jul 17, 2018","7,316.90","6,726.80","7,467.90","6,667.10","7.19K","8.77%"
"Jul 16, 2018","6,727.00","6,335.40","6,750.00","6,328.00","5.25K","6.18%"
"Jul 15, 2018","6,335.40","6,250.40","6,383.00","6,234.50","2.27K","1.36%"
"Jul 14, 2018","6,250.40","6,214.90","6,319.60","6,187.00","1.47K","0.57%"
"Jul 13, 2018","6,214.90","6,242.50","6,356.00","6,130.50","2.99K","-0.44%"
"Jul 12, 2018","6,242.50","6,377.90","6,378.00","6,073.40","4.29K","-2.12%"
"Jul 11, 2018","6,377.90","6,304.60","6,399.90","6,287.90","2.47K","1.16%"
"Jul 10, 2018","6,304.60","6,662.50","6,676.30","6,276.90","4.43K","-5.36%"
"Jul 09, 2018","6,662.00","6,704.70","6,798.00","6,624.40","2.21K","-0.64%"
"Jul 08, 2018","6,704.70","6,754.10","6,777.10","6,685.80","1.77K","-0.75%"
"Jul 07, 2018","6,755.10","6,595.40","6,838.50","6,503.20","2.23K","2.42%"
"Jul 06, 2018","6,595.40","6,526.20","6,634.40","6,450.10","2.36K","1.00%"
"Jul 05, 2018","6,530.00","6,587.00","6,715.20","6,452.50","3.30K","-0.87%"
"Jul 04, 2018","6,587.00","6,498.00","6,787.40","6,402.40","-","1.39%"
"Jul 03, 2018","6,497.00","6,619.40","6,670.00","6,471.90","-","-1.85%"
"Jul 02, 2018","6,619.50","6,345.80","6,678.70","6,275.00","0.00K","4.31%"
"Jul 01, 2018","6,345.80","6,387.00","6,433.20","6,254.30","1.94K","-0.66%"
"Jun 30, 2018","6,387.90","6,196.90","6,510.30","6,190.50","3.34K","3.08%"
"Jun 29, 2018","6,196.90","5,852.40","6,299.90","5,788.00","5.13K","5.87%"
"Jun 28, 2018","5,853.40","6,134.20","6,160.00","5,823.00","0.00K","-4.58%"
"Jun 27, 2018","6,134.20","6,071.50","6,223.10","6,000.00","3.99K","1.02%"
"Jun 26, 2018","6,072.40","6,245.50","6,278.80","6,040.00","-","-2.77%"
"Jun 25, 2018","6,245.50","6,150.10","6,340.00","6,084.00","4.19K","1.55%"
"Jun 24, 2018","6,150.10","6,154.10","6,275.00","5,750.00","9.24K","-0.06%"
"Jun 23, 2018","6,154.10","6,055.50","6,292.40","6,034.70","3.09K","1.63%"
"Jun 22, 2018","6,055.50","6,716.10","6,725.30","5,950.00","8.63K","-9.84%"
"Jun 21, 2018","6,716.10","6,755.40","6,787.60","6,679.00","2.11K","-0.58%"
"Jun 20, 2018","6,755.40","6,732.70","6,810.30","6,555.20","3.59K","0.21%"
"Jun 19, 2018","6,741.50","6,706.60","6,854.30","6,658.60","2.76K","0.52%"
"Jun 18, 2018","6,706.60","6,440.80","6,799.10","6,359.10","3.64K","4.13%"
"Jun 17, 2018","6,440.80","6,480.80","6,574.60","6,426.00","1.64K","-0.63%"
"Jun 16, 2018","6,481.40","6,392.50","6,546.40","6,329.80","2.37K","1.39%"
"Jun 15, 2018","6,392.50","6,636.50","6,660.70","6,356.10","0.00K","-3.68%"
"Jun 14, 2018","6,636.50","6,300.60","6,717.30","6,267.50","-","5.33%"
"Jun 13, 2018","6,300.60","6,547.20","6,608.30","6,122.10","-","-3.77%"
"Jun 12, 2018","6,547.20","6,877.00","6,877.30","6,450.00","4.72K","-4.80%"
"Jun 11, 2018","6,877.00","6,767.90","6,899.70","6,629.10","3.81K","1.61%"
"Jun 10, 2018","6,767.90","7,496.80","7,496.80","6,633.40","7.67K","-9.70%"
"Jun 09, 2018","7,495.10","7,611.90","7,679.60","7,455.10","1.28K","-1.53%"
"Jun 08, 2018","7,611.90","7,679.40","7,700.00","7,530.90","2.07K","-0.88%"
"Jun 07, 2018","7,679.40","7,659.80","7,750.00","7,630.00","1.98K","0.26%"
"Jun 06, 2018","7,659.80","7,622.00","7,695.00","7,482.60","2.98K","0.50%"
"Jun 05, 2018","7,622.00","7,495.40","7,663.70","7,351.00","3.45K","1.69%"
"Jun 04, 2018","7,495.50","7,716.80","7,759.10","7,442.00","3.15K","-2.87%"
"Jun 03, 2018","7,716.80","7,636.10","7,770.90","7,589.50","1.95K","1.06%"
"Jun 02, 2018","7,636.10","7,504.20","7,691.00","7,434.30","2.48K","1.76%"
"Jun 01, 2018","7,504.20","7,485.60","7,599.10","7,350.00","3.04K","0.25%"
"May 31, 2018","7,485.60","7,374.90","7,599.30","7,330.90","3.36K","1.48%"
"May 30, 2018","7,376.70","7,462.80","7,568.30","7,262.40","3.76K","-1.15%"
"May 29, 2018","7,462.60","7,102.60","7,524.40","7,051.00","4.83K","5.07%"
"May 28, 2018","7,102.60","7,325.90","7,429.80","7,070.50","4.17K","-3.05%"
"May 27, 2018","7,325.90","7,325.00","7,382.90","7,212.10","2.11K","-0.06%"
"May 26, 2018","7,330.00","7,466.00","7,633.60","7,281.30","2.48K","-1.82%"
"May 25, 2018","7,466.00","7,571.50","7,649.90","7,310.00","4.71K","-1.39%"
"May 24, 2018","7,571.50","7,500.30","7,725.00","7,260.00","-","0.95%"
"May 23, 2018","7,500.30","7,989.10","8,038.20","7,444.00","7.84K","-6.12%"
