"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 13, 2018","54.36","51.74","55.33","51.74","162.13K","5.01%"
"Sep 12, 2018","51.77","52.06","52.06","47.24","173.61K","-0.57%"
"Sep 11, 2018","52.06","54.49","54.76","50.31","158.44K","-4.33%"
"Sep 10, 2018","54.42","54.73","56.55","53.08","129.75K","-0.48%"
"Sep 09, 2018","54.68","53.09","56.49","52.13","137.92K","3.08%"
"Sep 08, 2018","53.05","55.57","57.22","52.08","126.97K","-4.75%"
"Sep 07, 2018","55.69","57.64","58.44","55.04","94.32K","-3.22%"
"Sep 06, 2018","57.54","57.77","57.85","53.97","257.21K","-0.20%"
"Sep 05, 2018","57.66","67.57","68.25","57.60","249.70K","-14.71%"
"Sep 04, 2018","67.60","65.41","69.32","65.38","138.61K","3.35%"
"Sep 03, 2018","65.41","66.28","66.41","64.29","63.92K","-1.12%"
"Sep 02, 2018","66.15","66.50","67.10","64.17","65.18K","-0.53%"
"Sep 01, 2018","66.50","62.13","67.85","62.13","141.05K","7.03%"
"Aug 31, 2018","62.13","60.25","62.65","59.56","63.13K","3.18%"
"Aug 30, 2018","60.22","61.53","61.63","58.60","70.85K","-2.28%"
"Aug 29, 2018","61.62","63.15","63.41","60.33","71.51K","-2.42%"
"Aug 28, 2018","63.15","60.72","63.71","59.73","124.15K","4.06%"
"Aug 27, 2018","60.68","57.07","60.90","56.62","97.99K","6.33%"
"Aug 26, 2018","57.07","57.87","58.10","55.89","39.94K","-1.40%"
"Aug 25, 2018","57.88","57.90","58.42","57.07","46.49K","0.01%"
"Aug 24, 2018","57.88","57.31","58.38","55.52","58.34K","1.06%"
"Aug 23, 2018","57.27","55.15","57.88","54.79","77.82K","3.82%"
"Aug 22, 2018","55.16","56.42","59.26","53.96","183.03K","-2.23%"
"Aug 21, 2018","56.42","53.40","56.86","53.25","88.09K","5.67%"
"Aug 20, 2018","53.40","57.78","58.51","53.19","176.80K","-7.58%"
"Aug 19, 2018","57.78","57.13","59.00","56.19","78.00K","1.16%"
"Aug 18, 2018","57.12","61.81","62.37","55.22","139.21K","-7.60%"
"Aug 17, 2018","61.81","55.25","61.90","55.06","146.40K","11.78%"
"Aug 16, 2018","55.30","54.28","57.63","54.12","90.24K","1.73%"
"Aug 15, 2018","54.36","54.36","59.23","53.86","229.16K","0.03%"
"Aug 14, 2018","54.34","56.45","56.45","49.19","211.67K","-3.79%"
"Aug 13, 2018","56.48","59.29","60.55","55.67","87.80K","-4.72%"
"Aug 12, 2018","59.28","57.67","61.50","57.32","112.06K","2.80%"
"Aug 11, 2018","57.67","59.14","59.95","55.10","184.97K","-2.47%"
"Aug 10, 2018","59.13","62.90","63.10","58.00","117.95K","-5.95%"
"Aug 09, 2018","62.87","62.14","65.03","60.06","125.37K","1.17%"
"Aug 08, 2018","62.14","67.28","67.48","60.89","187.75K","-7.64%"
"Aug 07, 2018","67.28","73.63","75.15","66.71","156.83K","-8.54%"
"Aug 06, 2018","73.57","74.64","76.79","72.38","46.94K","-1.44%"
"Aug 05, 2018","74.64","73.07","74.66","72.19","51.39K","2.24%"
"Aug 04, 2018","73.00","77.56","78.14","72.10","65.80K","-5.88%"
"Aug 03, 2018","77.56","76.13","77.85","74.86","57.47K","1.88%"
"Aug 02, 2018","76.13","77.64","78.41","75.48","43.82K","-1.95%"
"Aug 01, 2018","77.64","78.78","79.02","75.97","93.75K","-1.47%"
"Jul 31, 2018","78.80","82.17","82.45","76.10","111.58K","-4.10%"
"Jul 30, 2018","82.17","84.04","84.68","79.74","88.37K","-2.27%"
"Jul 29, 2018","84.08","84.19","85.39","83.38","37.77K","-0.36%"
"Jul 28, 2018","84.38","84.43","84.72","82.40","32.49K","-0.05%"
"Jul 27, 2018","84.42","83.60","85.00","81.55","82.54K","0.97%"
"Jul 26, 2018","83.60","86.40","87.90","82.88","72.39K","-3.24%"
"Jul 25, 2018","86.40","89.03","90.56","84.87","78.37K","-3.37%"
"Jul 24, 2018","89.41","81.37","89.77","80.85","183.79K","9.88%"
"Jul 23, 2018","81.37","82.22","85.90","81.37","115.06K","-1.04%"
"Jul 22, 2018","82.22","83.44","84.23","81.74","63.00K","-1.47%"
"Jul 21, 2018","83.44","81.89","84.81","79.51","56.76K","1.90%"
"Jul 20, 2018","81.89","86.13","86.51","81.04","113.89K","-4.93%"
"Jul 19, 2018","86.13","86.32","88.90","85.00","98.33K","-0.22%"
"Jul 18, 2018","86.32","89.07","94.39","85.10","207.60K","-3.08%"
"Jul 17, 2018","89.07","83.66","90.09","81.40","160.53K","6.47%"
"Jul 16, 2018","83.66","78.67","84.16","77.70","177.37K","6.35%"
"Jul 15, 2018","78.67","76.18","79.49","75.13","78.90K","3.26%"
"Jul 14, 2018","76.18","76.48","77.45","75.40","60.89K","-0.45%"
"Jul 13, 2018","76.53","77.00","78.40","75.06","127.45K","-0.60%"
"Jul 12, 2018","76.99","78.24","78.24","74.29","121.65K","-1.52%"
"Jul 11, 2018","78.18","75.86","80.98","75.45","172.34K","3.09%"
"Jul 10, 2018","75.84","80.53","80.53","74.30","191.84K","-5.73%"
"Jul 09, 2018","80.45","82.16","83.18","79.99","94.47K","-2.11%"
"Jul 08, 2018","82.18","85.02","85.80","81.80","104.41K","-3.34%"
"Jul 07, 2018","85.02","83.22","85.52","79.40","113.95K","2.29%"
"Jul 06, 2018","83.12","83.32","84.27","80.73","93.22K","0.05%"
"Jul 05, 2018","83.07","85.42","86.99","81.82","165.76K","-2.69%"
"Jul 04, 2018","85.37","85.02","89.11","83.39","108.83K","0.64%"
"Jul 03, 2018","84.83","85.57","89.77","84.06","142.95K","-0.87%"
"Jul 02, 2018","85.57","79.85","86.70","78.20","136.34K","7.09%"
"Jul 01, 2018","79.91","81.21","81.58","77.80","99.36K","-1.57%"
"Jun 30, 2018","81.18","79.15","84.35","79.07","199.57K","2.56%"
"Jun 29, 2018","79.15","74.03","80.60","72.52","212.95K","6.76%"
"Jun 28, 2018","74.14","80.69","81.35","73.92","123.51K","-8.13%"
"Jun 27, 2018","80.69","75.79","81.79","74.88","117.10K","6.45%"
"Jun 26, 2018","75.80","81.61","82.50","75.30","106.03K","-6.98%"
"Jun 25, 2018","81.49","80.60","84.30","78.56","138.14K","1.12%"
"Jun 24, 2018","80.58","82.66","83.71","73.32","248.41K","-2.52%"
"Jun 23, 2018","82.66","84.90","86.77","81.30","121.14K","-2.63%"
"Jun 22, 2018","84.90","96.71","96.88","80.50","285.72K","-12.21%"
"Jun 21, 2018","96.71","97.84","99.32","95.87","59.38K","-1.16%"
"Jun 20, 2018","97.84","98.75","99.00","95.23","61.25K","-1.00%"
"Jun 19, 2018","98.83","98.86","101.59","96.93","100.54K","-0.01%"
"Jun 18, 2018","98.84","94.87","99.90","92.95","136.48K","4.18%"
"Jun 17, 2018","94.87","96.64","98.19","94.50","75.13K","-1.83%"
"Jun 16, 2018","96.64","95.50","97.58","92.61","103.36K","1.19%"
"Jun 15, 2018","95.50","100.81","100.85","94.71","120.30K","-5.27%"
"Jun 14, 2018","100.81","93.52","102.63","92.47","156.28K","7.80%"
"Jun 13, 2018","93.52","99.82","100.33","89.15","253.13K","-6.36%"
"Jun 12, 2018","99.87","106.90","107.99","97.26","206.75K","-6.57%"
"Jun 11, 2018","106.89","106.34","108.46","102.77","165.84K","0.46%"
"Jun 10, 2018","106.40","117.23","117.23","102.70","329.09K","-9.30%"
"Jun 09, 2018","117.31","119.97","121.03","116.85","32.50K","-2.22%"
"Jun 08, 2018","119.97","121.65","122.17","118.33","51.66K","-1.36%"
"Jun 07, 2018","121.63","121.55","123.92","119.42","90.61K","0.07%"
"Jun 06, 2018","121.55","122.39","122.87","118.25","72.71K","-0.69%"
"Jun 05, 2018","122.39","119.89","122.60","115.85","71.08K","2.09%"
"Jun 04, 2018","119.89","125.42","126.93","118.13","68.63K","-4.25%"
"Jun 03, 2018","125.21","123.70","128.28","122.20","132.09K","1.23%"
"Jun 02, 2018","123.69","120.41","124.51","118.70","108.82K","2.73%"
"Jun 01, 2018","120.40","118.31","120.47","116.70","82.63K","1.77%"
"May 31, 2018","118.31","116.98","120.94","116.31","90.76K","0.98%"
"May 30, 2018","117.16","119.52","122.70","114.81","97.35K","-1.97%"
"May 29, 2018","119.51","110.91","122.81","109.48","140.43K","7.76%"
"May 28, 2018","110.90","117.84","118.98","110.16","101.31K","-5.89%"
"May 27, 2018","117.84","118.38","118.94","116.41","52.50K","-0.32%"
"May 26, 2018","118.22","119.04","122.42","117.20","44.20K","-0.69%"
"May 25, 2018","119.04","122.68","124.27","116.61","77.91K","-2.97%"
"May 24, 2018","122.68","118.32","124.45","114.64","119.48K","3.76%"
"May 23, 2018","118.23","127.90","129.29","116.08","136.16K","-7.66%"
"May 22, 2018","128.04","134.17","136.00","127.39","57.13K","-4.53%"
"May 21, 2018","134.12","139.67","140.32","133.71","54.67K","-4.03%"
"May 20, 2018","139.75","135.14","140.82","132.62","59.67K","3.33%"
"May 19, 2018","135.24","136.08","137.76","132.71","45.29K","-0.62%"
"May 18, 2018","136.08","132.43","137.74","128.83","91.85K","2.76%"
"May 17, 2018","132.43","139.17","141.38","131.00","79.37K","-4.84%"
"May 16, 2018","139.17","139.25","141.16","133.92","84.31K","-0.06%"
"May 15, 2018","139.25","147.41","149.73","137.46","141.24K","-5.54%"
"May 14, 2018","147.42","144.24","153.00","134.24","310.76K","2.20%"
"May 13, 2018","144.24","141.63","146.78","136.39","115.51K","1.98%"
"May 12, 2018","141.44","136.41","144.35","130.90","163.64K","3.69%"
"May 11, 2018","136.41","148.06","148.31","133.13","253.74K","-7.92%"
"May 10, 2018","148.14","156.70","160.86","147.47","104.57K","-5.46%"
"May 09, 2018","156.70","159.07","160.10","150.69","128.01K","-1.49%"
"May 08, 2018","159.07","164.30","168.31","157.35","128.37K","-3.18%"
"May 07, 2018","164.30","172.21","172.67","157.61","196.57K","-4.68%"
"May 06, 2018","172.36","178.81","184.67","165.50","224.88K","-3.63%"
"May 05, 2018","178.85","169.33","183.95","168.33","239.26K","5.57%"
"May 04, 2018","169.42","161.55","172.00","157.52","207.36K","4.87%"
"May 03, 2018","161.55","151.73","164.99","150.40","227.74K","6.49%"
"May 02, 2018","151.70","148.16","153.89","146.20","90.35K","2.48%"
"May 01, 2018","148.03","148.07","148.94","142.93","133.09K","-0.03%"
"Apr 30, 2018","148.07","153.46","154.73","146.96","85.18K","-3.51%"
"Apr 29, 2018","153.46","151.99","156.79","147.92","113.78K","0.93%"
"Apr 28, 2018","152.05","145.65","153.59","145.00","110.03K","4.35%"
"Apr 27, 2018","145.71","153.37","153.79","145.20","168.41K","-5.21%"
"Apr 26, 2018","153.72","144.68","154.57","142.03","159.03K","5.77%"
"Apr 25, 2018","145.33","164.68","164.92","142.70","315.10K","-11.81%"
"Apr 24, 2018","164.79","152.54","166.28","152.44","274.86K","7.93%"
"Apr 23, 2018","152.68","146.51","152.68","146.16","138.57K","4.28%"
"Apr 22, 2018","146.41","148.68","151.74","144.72","113.73K","-1.55%"
"Apr 21, 2018","148.71","155.73","156.90","141.00","221.58K","-4.51%"
"Apr 20, 2018","155.73","146.61","156.58","143.40","170.21K","6.44%"
"Apr 19, 2018","146.31","140.26","147.52","138.81","198.03K","4.31%"
"Apr 18, 2018","140.26","132.20","141.59","132.20","160.81K","6.07%"
"Apr 17, 2018","132.23","128.83","140.49","128.59","291.98K","2.74%"
"Apr 16, 2018","128.70","132.66","133.37","125.00","120.83K","-2.99%"
"Apr 15, 2018","132.66","126.36","133.06","126.36","119.89K","4.99%"
"Apr 14, 2018","126.36","125.55","129.74","124.30","98.19K","0.90%"
"Apr 13, 2018","125.23","129.54","133.91","124.01","301.44K","-3.33%"
"Apr 12, 2018","129.54","118.45","130.97","113.12","401.97K","9.46%"
"Apr 11, 2018","118.35","114.19","119.89","112.89","131.60K","3.64%"
"Apr 10, 2018","114.19","114.87","115.22","111.34","84.81K","-0.52%"
"Apr 09, 2018","114.79","117.73","123.02","112.51","174.23K","-2.39%"
"Apr 08, 2018","117.60","115.92","118.50","115.32","104.34K","1.45%"
"Apr 07, 2018","115.92","112.83","119.83","112.45","145.03K","2.74%"
"Apr 06, 2018","112.83","118.48","120.24","111.70","136.56K","-4.74%"
"Apr 05, 2018","118.45","118.18","122.50","113.59","167.51K","0.23%"
"Apr 04, 2018","118.18","134.09","134.61","115.21","329.44K","-11.87%"
"Apr 03, 2018","134.09","119.45","136.57","118.10","197.91K","12.70%"
"Apr 02, 2018","118.98","114.90","121.55","114.11","147.59K","3.55%"
"Apr 01, 2018","114.90","116.00","117.93","109.40","181.08K","-0.95%"
"Mar 31, 2018","116.00","118.28","124.37","115.42","171.58K","-1.93%"
"Mar 30, 2018","118.28","114.58","126.03","109.50","338.65K","3.23%"
"Mar 29, 2018","114.58","131.53","132.33","112.69","381.71K","-12.89%"
"Mar 28, 2018","131.53","134.82","139.67","130.14","171.24K","-2.44%"
"Mar 27, 2018","134.82","148.08","149.34","134.76","221.02K","-8.91%"
"Mar 26, 2018","148.00","159.87","160.95","141.95","274.26K","-7.42%"
"Mar 25, 2018","159.87","158.74","162.90","157.00","90.32K","0.71%"
"Mar 24, 2018","158.74","168.70","169.88","158.00","119.12K","-5.87%"
"Mar 23, 2018","168.64","163.77","169.18","156.50","137.88K","2.97%"
"Mar 22, 2018","163.77","168.50","172.68","159.87","162.11K","-2.86%"
"Mar 21, 2018","168.59","168.73","175.22","165.45","141.38K","-0.17%"
"Mar 20, 2018","168.87","161.60","173.69","155.67","178.53K","4.59%"
"Mar 19, 2018","161.46","153.53","163.59","151.14","236.33K","5.17%"
"Mar 18, 2018","153.53","152.30","157.50","137.14","338.45K","0.73%"
"Mar 17, 2018","152.42","163.84","165.42","150.09","144.89K","-7.39%"
"Mar 16, 2018","164.59","164.08","171.98","158.15","173.85K","0.31%"
"Mar 15, 2018","164.08","160.13","167.50","149.93","292.92K","2.47%"
"Mar 14, 2018","160.13","175.05","177.78","157.35","220.19K","-8.52%"
"Mar 13, 2018","175.05","177.42","182.16","170.50","201.30K","-1.25%"
"Mar 12, 2018","177.26","188.18","192.99","174.05","218.31K","-5.80%"
"Mar 11, 2018","188.18","176.50","193.34","170.30","251.43K","6.59%"
"Mar 10, 2018","176.55","186.04","194.72","174.86","252.89K","-5.10%"
"Mar 09, 2018","186.04","175.47","189.95","158.79","477.77K","6.10%"
"Mar 08, 2018","175.35","185.17","187.71","173.02","187.61K","-5.30%"
"Mar 07, 2018","185.17","197.75","199.38","173.87","303.33K","-6.00%"
"Mar 06, 2018","196.99","210.00","210.02","191.72","178.16K","-6.40%"
"Mar 05, 2018","210.45","213.46","216.71","208.93","107.48K","-1.43%"
"Mar 04, 2018","213.50","209.92","215.20","204.16","98.35K","1.71%"
"Mar 03, 2018","209.91","213.32","218.57","208.78","171.43K","-1.55%"
"Mar 02, 2018","213.21","209.26","214.05","203.60","117.88K","1.83%"
"Mar 01, 2018","209.37","201.71","215.51","200.30","145.55K","3.64%"
"Feb 28, 2018","202.02","214.96","223.51","201.39","230.19K","-5.86%"
"Feb 27, 2018","214.60","218.36","223.62","212.66","217.05K","-1.71%"
"Feb 26, 2018","218.34","218.13","231.75","214.56","424.74K","0.28%"
"Feb 25, 2018","217.74","206.33","222.50","199.22","327.30K","5.53%"
"Feb 24, 2018","206.33","206.21","218.34","194.20","328.14K","0.06%"
"Feb 23, 2018","206.21","192.62","215.55","181.94","401.80K","6.99%"
"Feb 22, 2018","192.73","210.03","221.00","188.68","456.66K","-8.24%"
"Feb 21, 2018","210.03","228.98","231.25","203.78","496.29K","-8.26%"
"Feb 20, 2018","228.94","221.63","252.86","221.03","638.40K","3.13%"
"Feb 19, 2018","222.00","213.18","226.75","212.86","235.41K","3.98%"
"Feb 18, 2018","213.50","228.93","231.21","211.00","349.38K","-6.51%"
"Feb 17, 2018","228.36","228.44","232.70","223.14","203.86K","-0.06%"
"Feb 16, 2018","228.50","220.45","234.84","209.15","469.10K","3.21%"
"Feb 15, 2018","221.40","211.70","236.20","207.00","724.22K","4.58%"
"Feb 14, 2018","211.70","159.28","216.71","159.28","923.49K","33.05%"
"Feb 13, 2018","159.11","161.43","162.44","152.26","110.08K","-1.44%"
"Feb 12, 2018","161.43","148.89","163.80","148.81","198.20K","8.46%"
"Feb 11, 2018","148.84","154.82","156.00","141.28","190.51K","-3.86%"
"Feb 10, 2018","154.82","163.61","169.17","147.38","328.27K","-5.51%"
"Feb 09, 2018","163.84","149.86","164.65","141.71","292.10K","9.33%"
"Feb 08, 2018","149.86","137.81","151.63","137.02","279.97K","8.63%"
"Feb 07, 2018","137.95","141.81","157.20","130.54","464.21K","-2.72%"
"Feb 06, 2018","141.81","125.32","146.54","106.57","870.74K","13.16%"
"Feb 05, 2018","125.32","147.44","154.20","117.62","733.74K","-15.51%"
"Feb 04, 2018","148.33","161.51","174.30","136.25","754.63K","-7.96%"
"Feb 03, 2018","161.15","132.00","166.37","120.44","381.79K","22.08%"
"Feb 02, 2018","132.00","143.20","143.59","107.10","524.51K","-7.74%"
"Feb 01, 2018","143.08","164.50","166.90","133.02","260.50K","-13.02%"
"Jan 31, 2018","164.50","167.35","167.88","157.61","145.62K","-1.69%"
"Jan 30, 2018","167.33","181.51","181.83","160.65","212.00K","-7.91%"
"Jan 29, 2018","181.71","196.08","196.55","178.45","108.43K","-7.33%"
"Jan 28, 2018","196.08","181.49","197.28","181.03","115.99K","8.03%"
"Jan 27, 2018","181.50","175.37","185.00","173.44","130.24K","3.41%"
"Jan 26, 2018","175.51","178.80","182.79","164.49","120.32K","-1.84%"
"Jan 25, 2018","178.80","180.60","185.00","175.00","105.87K","-0.99%"
"Jan 24, 2018","180.59","177.76","185.17","171.86","137.67K","1.59%"
"Jan 23, 2018","177.76","179.54","186.50","164.07","204.53K","-0.99%"
"Jan 22, 2018","179.54","189.96","195.01","165.00","218.66K","-5.44%"
"Jan 21, 2018","189.86","209.85","210.20","182.19","153.60K","-9.53%"
"Jan 20, 2018","209.85","191.68","214.54","191.68","168.91K","9.48%"
"Jan 19, 2018","191.68","187.49","200.39","181.00","232.33K","2.14%"
"Jan 18, 2018","187.66","186.70","204.09","172.79","403.30K","0.83%"
"Jan 17, 2018","186.12","181.80","195.18","137.32","636.89K","2.35%"
"Jan 16, 2018","181.85","231.27","231.60","148.20","722.40K","-21.21%"
"Jan 15, 2018","230.81","235.24","244.40","230.00","163.88K","-1.88%"
"Jan 14, 2018","235.24","257.70","269.87","226.00","281.97K","-8.72%"
"Jan 13, 2018","257.70","234.96","262.88","234.68","245.38K","9.68%"
"Jan 12, 2018","234.96","225.51","241.58","219.02","183.65K","4.17%"
"Jan 11, 2018","225.56","249.24","252.96","214.00","356.78K","-9.50%"
"Jan 10, 2018","249.24","245.00","249.88","227.40","281.24K","1.73%"
"Jan 09, 2018","245.00","252.77","259.00","236.09","270.67K","-3.07%"
"Jan 08, 2018","252.77","271.05","274.00","230.18","351.85K","-6.74%"
"Jan 07, 2018","271.05","278.00","289.00","264.01","256.86K","-2.50%"
"Jan 06, 2018","278.00","242.90","306.85","242.00","712.76K","14.45%"
"Jan 05, 2018","242.90","237.76","252.00","232.00","395.35K","2.16%"
"Jan 04, 2018","237.76","244.21","245.30","222.56","347.07K","-2.64%"
"Jan 03, 2018","244.21","250.11","255.28","239.24","249.40K","-2.36%"
"Jan 02, 2018","250.11","223.51","259.00","223.51","393.23K","11.90%"
"Jan 01, 2018","223.51","225.40","233.08","214.50","178.41K","-0.84%"
"Dec 31, 2017","225.40","206.99","233.31","204.00","287.38K","8.89%"
"Dec 30, 2017","206.99","239.51","240.82","195.00","367.41K","-13.58%"
"Dec 29, 2017","239.51","247.45","257.48","234.79","223.90K","-3.21%"
"Dec 28, 2017","247.45","263.53","265.00","222.39","281.00K","-6.10%"
"Dec 27, 2017","263.53","278.78","284.49","251.40","219.05K","-5.47%"
"Dec 26, 2017","278.78","261.14","283.57","260.04","225.84K","6.75%"
"Dec 25, 2017","261.14","261.99","278.27","249.52","179.04K","-0.32%"
"Dec 24, 2017","261.99","269.00","270.41","223.40","333.01K","-2.61%"
"Dec 23, 2017","269.00","248.37","293.22","239.77","383.92K","8.31%"
"Dec 22, 2017","248.37","306.63","308.00","150.00","1.06M","-19.00%"
"Dec 21, 2017","306.63","304.31","328.00","280.00","417.73K","0.76%"
"Dec 20, 2017","304.31","340.80","340.81","292.43","579.62K","-10.71%"
"Dec 19, 2017","340.80","355.50","370.78","323.00","612.82K","-4.14%"
"Dec 18, 2017","355.50","313.50","362.56","291.43","529.16K","13.40%"
"Dec 17, 2017","313.50","295.67","331.84","295.31","512.42K","6.03%"
"Dec 16, 2017","295.67","295.55","308.03","275.03","366.29K","0.04%"
"Dec 15, 2017","295.55","276.31","317.90","241.00","819.27K","6.96%"
"Dec 14, 2017","276.31","295.35","310.37","252.34","691.74K","-6.45%"
"Dec 13, 2017","295.35","292.13","345.40","268.74","1.08M","1.13%"
"Dec 12, 2017","292.04","210.11","321.39","202.21","1.35M","38.99%"
"Dec 11, 2017","210.11","144.60","226.80","143.20","1.23M","45.30%"
"Dec 10, 2017","144.60","149.00","154.00","122.45","833.17K","-2.95%"
"Dec 09, 2017","149.00","120.90","156.00","120.55","1.51M","23.24%"
"Dec 08, 2017","120.90","93.56","129.00","88.93","1.01M","29.22%"
"Dec 07, 2017","93.56","96.51","97.92","84.40","409.17K","-3.06%"
"Dec 06, 2017","96.51","99.49","102.40","92.00","368.34K","-3.00%"
"Dec 05, 2017","99.49","103.42","103.66","99.05","273.80K","-3.80%"
"Dec 04, 2017","103.42","99.99","103.79","94.49","247.18K","3.43%"
"Dec 03, 2017","99.99","98.83","106.32","95.00","277.79K","1.17%"
"Dec 02, 2017","98.83","97.84","104.14","96.41","335.44K","1.01%"
"Dec 01, 2017","97.84","85.77","99.90","80.89","453.96K","14.07%"
"Nov 30, 2017","85.77","83.68","91.13","74.00","476.46K","2.50%"
"Nov 29, 2017","83.68","94.00","102.70","74.00","635.86K","-10.98%"
"Nov 28, 2017","94.00","90.76","94.82","89.00","368.23K","3.57%"
"Nov 27, 2017","90.76","88.37","93.00","85.29","400.89K","2.70%"
"Nov 26, 2017","88.37","88.44","88.44","88.31","0.08K","-0.08%"
"Nov 25, 2017","88.44","77.89","89.39","76.81","497.74K","13.54%"
"Nov 24, 2017","77.89","72.37","77.95","71.56","366.02K","7.63%"
"Nov 23, 2017","72.37","71.74","76.25","70.30","422.21K","0.88%"
"Nov 22, 2017","71.74","69.99","72.19","69.51","183.00K","2.50%"
"Nov 21, 2017","69.99","72.33","73.00","67.67","309.24K","-3.24%"
"Nov 20, 2017","72.33","71.90","73.40","70.64","249.43K","0.60%"
"Nov 19, 2017","71.90","69.59","73.30","68.26","329.89K","3.32%"
"Nov 18, 2017","69.59","67.13","69.88","65.00","278.16K","3.66%"
"Nov 17, 2017","67.13","70.85","71.51","65.10","530.18K","-5.25%"
"Nov 16, 2017","70.85","63.03","72.99","62.50","334.25K","12.41%"
"Nov 15, 2017","63.03","61.99","64.90","61.85","293.43K","1.68%"
"Nov 14, 2017","61.99","61.00","63.32","59.22","344.08K","1.62%"
"Nov 13, 2017","61.00","58.26","61.60","57.40","385.34K","4.70%"
"Nov 12, 2017","58.26","61.69","62.00","55.73","460.53K","-5.56%"
"Nov 11, 2017","61.69","58.61","63.75","58.15","324.76K","5.26%"
"Nov 10, 2017","58.61","64.31","65.77","55.68","542.90K","-8.86%"
"Nov 09, 2017","64.31","62.41","66.77","61.30","507.63K","3.04%"
"Nov 08, 2017","62.41","60.34","64.27","59.11","642.08K","3.43%"
"Nov 07, 2017","60.34","54.38","63.44","54.31","698.37K","10.96%"
"Nov 06, 2017","54.38","54.44","55.88","53.35","221.34K","-0.11%"
"Nov 05, 2017","54.44","54.64","55.46","54.32","156.65K","-0.37%"
"Nov 04, 2017","54.64","55.83","56.10","54.24","139.65K","-2.13%"
"Nov 03, 2017","55.83","53.99","56.00","53.04","261.84K","3.41%"
"Nov 02, 2017","53.99","52.85","55.05","49.02","417.00K","2.16%"
"Nov 01, 2017","52.85","55.55","55.59","52.51","207.29K","-4.86%"
"Oct 31, 2017","55.55","56.18","56.80","55.50","125.06K","-1.12%"
"Oct 30, 2017","56.18","56.84","58.97","55.63","208.08K","-1.16%"
"Oct 29, 2017","56.84","54.01","57.90","53.62","209.60K","5.24%"
"Oct 28, 2017","54.01","54.96","55.75","53.01","95.31K","-1.73%"
"Oct 27, 2017","54.96","55.50","56.00","54.64","103.14K","-0.97%"
"Oct 26, 2017","55.50","56.04","56.90","54.00","141.49K","-0.96%"
"Oct 25, 2017","56.04","55.64","56.31","53.33","199.33K","0.72%"
"Oct 24, 2017","55.64","54.53","59.00","51.90","384.76K","2.04%"
"Oct 23, 2017","54.53","56.42","56.42","51.17","421.64K","-3.35%"
"Oct 22, 2017","56.42","58.01","58.58","54.75","173.28K","-2.74%"
"Oct 21, 2017","58.01","59.98","60.38","55.35","279.20K","-3.28%"
"Oct 20, 2017","59.98","59.55","62.99","58.11","349.76K","0.72%"
"Oct 19, 2017","59.55","60.50","61.50","58.14","357.17K","-1.57%"
"Oct 18, 2017","60.50","59.19","61.99","52.87","619.76K","2.21%"
"Oct 17, 2017","59.19","64.78","65.00","58.00","340.54K","-8.63%"
"Oct 16, 2017","64.78","65.86","66.50","62.00","362.91K","-1.64%"
"Oct 15, 2017","65.86","63.94","70.36","61.76","827.87K","3.00%"
"Oct 14, 2017","63.94","59.31","66.50","58.18","650.62K","7.81%"
"Oct 13, 2017","59.31","60.50","60.84","54.60","694.27K","-1.97%"
"Oct 12, 2017","60.50","50.80","60.56","50.67","713.08K","19.09%"
"Oct 11, 2017","50.80","50.70","51.16","50.19","144.71K","0.20%"
"Oct 10, 2017","50.70","50.07","51.79","49.65","227.84K","1.26%"
"Oct 09, 2017","50.07","53.31","53.49","47.94","313.01K","-6.08%"
"Oct 08, 2017","53.31","52.57","54.83","52.31","222.75K","1.41%"
"Oct 07, 2017","52.57","52.06","53.05","51.50","125.91K","0.98%"
"Oct 06, 2017","52.06","51.67","52.80","51.35","115.09K","0.75%"
"Oct 05, 2017","51.67","51.24","51.95","50.12","173.40K","0.84%"
"Oct 04, 2017","51.24","52.08","53.00","50.50","198.37K","-1.61%"
"Oct 03, 2017","52.08","53.26","53.57","51.11","154.72K","-2.22%"
"Oct 02, 2017","53.26","54.87","55.22","52.80","185.87K","-2.93%"
"Oct 01, 2017","54.87","55.56","55.89","53.50","198.58K","-1.24%"
"Sep 30, 2017","55.56","52.88","56.01","52.88","231.43K","5.07%"
"Sep 29, 2017","52.88","54.92","54.96","50.52","343.61K","-3.71%"
"Sep 28, 2017","54.92","56.82","57.28","53.87","382.26K","-3.34%"
"Sep 27, 2017","56.82","52.20","57.57","52.06","423.87K","8.85%"
"Sep 26, 2017","52.20","52.40","54.50","51.28","308.83K","-0.38%"
"Sep 25, 2017","52.40","47.30","53.24","47.27","438.95K","10.78%"
"Sep 24, 2017","47.30","49.28","49.45","47.00","207.66K","-4.02%"
"Sep 23, 2017","49.28","47.50","49.89","46.20","330.97K","3.75%"
"Sep 22, 2017","47.50","46.40","48.70","44.50","546.41K","2.37%"
"Sep 21, 2017","46.40","51.50","52.70","44.51","729.28K","-9.90%"
"Sep 20, 2017","51.50","52.58","54.62","50.95","255.39K","-2.05%"
"Sep 19, 2017","52.58","56.30","57.10","50.93","565.52K","-6.61%"
"Sep 18, 2017","56.30","50.72","57.40","50.71","566.37K","11.00%"
"Sep 17, 2017","50.72","51.82","53.00","47.54","448.58K","-2.12%"
"Sep 16, 2017","51.82","51.82","57.00","49.50","800.54K","0.00%"
"Sep 15, 2017","51.82","45.00","55.39","32.45","2.45M","15.16%"
