,Returns,Volatility,Sharpe Ratio,BTC Weight,ETH Weight,LTC Weight
3870,1.9047554374032485,0.8875348810328696,1.6315230589325436,0.06688985676708689,0.4329008575771434,0.3702092856557697
3871,1.7766851026254975,0.7054718203616049,1.797628386691769,0.3799641352270816,0.34017617312173265,0.14985969165118582
3872,1.4211106213589821,0.8137882414244401,1.4832395540872303,0.15160846821889254,0.22880185580211818,0.48958967597898934
3873,1.4075184314786764,0.7439223632143028,1.5427523920695234,0.2846562132384487,0.11158887911687253,0.47375490764467887
3874,2.117112361850159,0.8962293123248317,1.7023561687897657,0.11235766465451297,0.5383354662962755,0.2193068690492116
3875,1.7566443190161722,0.7230464992156979,1.7601948232842248,0.29245498263889036,0.32110711484241317,0.2564379025186965
3876,1.7270320497765446,0.7352660633612624,1.7280027052880145,0.2971375448372691,0.2802698282260471,0.2925926269366838
3877,2.0797851497923725,0.8240363565403099,1.767271307189665,0.20036271232860192,0.44874918643881845,0.2208881012325796
3878,2.333934013364351,0.8542797834437441,1.8206138123779394,0.07638720953039811,0.46060078954731415,0.33301200092228783
3879,1.5794372363971294,0.7028555006007173,1.69742487300117,0.34009642735388806,0.2889915172328288,0.2409120554132831
3880,2.0186062367620115,0.8739619786301771,1.6867403418090108,0.309337848660497,0.5241255675360912,0.036536583803411835
3881,1.4747475703870179,0.6882504744430318,1.6598656004836636,0.4269609479514444,0.2231190794452054,0.21991997260335022
3882,1.7735984217950018,0.7048345527300279,1.7970826380362637,0.3806091453620921,0.3388609294984702,0.1505299251394376
3883,1.9075936684694081,0.7447695291826585,1.8008680469779101,0.25689828541984516,0.31800534936849817,0.29509636521165666
3884,1.6903438193877425,0.7136400846532333,1.739981699309333,0.3091847654850909,0.27371044393965405,0.287104790575255
3885,1.4668057241533425,0.678124425815944,1.6690026684725336,0.36118127413678697,0.22203241894747433,0.2867863069157386
3886,1.551631089426193,0.7058894644493378,1.6777028081796987,0.3465037768773192,0.2508445015026892,0.2726517216199916
3887,1.1889265178633468,0.6646184440970339,1.5079933097817908,0.5130547961740528,0.025608804233877354,0.3313363995920699
3888,2.1087828281543124,0.8348911687951621,1.7600676363341943,0.23049301109424522,0.574538299182487,0.06496868972326787
3889,1.5294210711006868,0.7664305473289349,1.5884844439990815,0.23895117343486177,0.30190054418356177,0.3291482823815765
3890,1.429581934014299,0.8170621835573917,1.4845704305457492,0.15397780931087052,0.22961114128394883,0.4864110494051807
3891,1.7389042105430543,0.7351190906128131,1.7340138809469976,0.29194473250616143,0.2850714562545911,0.29298381123924755
3892,2.1570259609446683,0.8512613499430262,1.763315490873452,0.11235959652684141,0.45285442635536605,0.30478597711779254
3893,1.9161979479041191,0.8057716154435064,1.7226881859341276,0.21108438381220437,0.352960099178426,0.3059555170093697
3894,1.2052345110007203,0.905015920706903,1.305839986184706,0.0941281023984052,0.14429945664563595,0.6315724409559588
3895,1.257029078507867,0.7017801415156021,1.5058792301489805,0.3459535292312628,0.1308927133675338,0.39315375740120334
3896,1.1565472244793695,0.7288184998306872,1.4124491336837757,0.40300781373555267,0.016034526990973203,0.45095765927347425
3897,2.026390580812959,0.7506957779553225,1.8456091752598818,0.43282729573700085,0.3829187423295536,0.05425396193344548
3898,2.104833953506753,1.0050487847224592,1.6091947361808112,0.1723925715969622,0.6524046546771374,0.045202773725900584
3899,2.113133364235869,0.99700905135944,1.6167652710376514,0.10219180716648003,0.6516787868246686,0.11612940600885135
3900,1.5276653240520823,0.7093499216028184,1.6573464753748113,0.25729153532813814,0.233329290297764,0.3693791743740978
3901,1.6880548036112182,0.8756049560818603,1.5526133279671084,0.050834573511816826,0.32308928705991574,0.48607613942826744
3902,0.8447128431814666,0.9329936448115631,1.1046021875455705,0.1872301400808475,0.052095722092908386,0.620674137826244
3903,1.429199783690628,0.7202818321275036,1.5876157576098069,0.27415168537168594,0.18522511809209788,0.4006231965362163
3904,1.392760685496473,0.6904891807065763,1.6054019309924326,0.3113977639282445,0.20042229174617637,0.3481799443255792
3905,1.5100011150060246,0.7638619378398955,1.5761304203861304,0.17256549178569663,0.20261728751319855,0.48481722070110483
3906,1.1678331899227312,0.9092671999773722,1.2847104192980348,0.04284560962743816,0.17875318348325608,0.6384012068893058
3907,2.0331205714034253,0.7534340567993936,1.838794739387881,0.32089481501737377,0.44287889427213856,0.0962262907104878
3908,1.3748117079714808,0.5979496398788248,1.745608680349614,0.5194749067673939,0.20181933074989922,0.1387057624827068
3909,1.6993174437370189,0.7285121479519878,1.7229090077194258,0.2887966047047972,0.265974114653958,0.3052292806412448
3910,1.1693919669911268,0.6434281976954221,1.5232960663716466,0.5584168009921283,0.029737903154210137,0.27184529585366135
3911,1.1213658214480269,0.7284377728702522,1.39039160536181,0.41560684317241764,0.0015800696110292777,0.44281308721655305
3912,2.0954468107501496,0.8854260959336043,1.7026004088949451,0.045417373599828295,0.5159288058471111,0.2986538205530606
3913,0.8452919118787898,0.9275529795071715,1.1068105708040872,0.19674166053889267,0.052786495133157835,0.6104718443279495
3914,1.0455472576099982,0.8225705461180647,1.2694197676860317,0.22580362858051395,0.09836534941006969,0.5358310220094162
3915,1.738852289674825,0.8486406630707176,1.5962562785862378,0.04473864583185208,0.42089412099754925,0.3943672331705987
3916,1.8909954075994242,0.7429588884548669,1.789852924529102,0.2832629280278513,0.4319304408055446,0.14480663116660422
3917,1.3023230904185756,0.6424088377232261,1.6195235908777719,0.48130813385741344,0.20999349509845677,0.16869837104412969
3918,1.8573613744299764,0.7537713606761247,1.7601270273788314,0.26570317167579544,0.4255325748198606,0.1687642535043439
3919,1.4716290717789278,0.7024957654365502,1.636766675114739,0.3068482555994261,0.2217709176860462,0.3313808267145278
3920,1.4365048478903724,0.7111787365548504,1.6032088233347406,0.2674256328208934,0.22479824670827417,0.36777612047083247
3921,1.9454587868176287,0.7636896772683707,1.7897908892675378,0.20757559531476028,0.3352918247413263,0.3171325799439133
3922,1.060593143690134,0.6109447655318087,1.4892003701451946,0.7166417730553789,0.03904721475579273,0.10431101218882843
3923,1.6172914994081302,0.6928662996110058,1.7320969869867422,0.3156148737366172,0.26390569480470943,0.2804794314586734
3924,1.1546392148722173,0.9498783912759563,1.2571735882956614,0.016454584488080844,0.15822108090867484,0.6853243346032443
3925,1.1034857680098424,0.7168812493802997,1.389783519018805,0.38499977218291065,0.04529591704166515,0.4297043107754241
