,close
2015-12-31 00:00:00+00:00,100.0
2016-01-01 00:00:00+00:00,99.90313264329856
2016-01-02 00:00:00+00:00,99.7366508989138
2016-01-03 00:00:00+00:00,99.09991393602317
2016-01-04 00:00:00+00:00,99.67218111131616
2016-01-05 00:00:00+00:00,99.46203908861106
2016-01-06 00:00:00+00:00,98.93158371751731
2016-01-07 00:00:00+00:00,104.30919184740013
2016-01-08 00:00:00+00:00,103.41400871751732
2016-01-09 00:00:00+00:00,102.36999507005638
2016-01-10 00:00:00+00:00,102.44059997728294
2016-01-11 00:00:00+00:00,102.52179675462669
2016-01-12 00:00:00+00:00,100.15507512987085
2016-01-13 00:00:00+00:00,99.5384048845095
2016-01-14 00:00:00+00:00,99.15472743089622
2016-01-15 00:00:00+00:00,86.89657129686302
2016-01-16 00:00:00+00:00,91.20806347215598
2016-01-17 00:00:00+00:00,90.23502896287866
2016-01-18 00:00:00+00:00,91.13968694017356
2016-01-19 00:00:00+00:00,89.83555442674584
2016-01-20 00:00:00+00:00,97.2826087175173
2016-01-21 00:00:00+00:00,95.43055105150168
2016-01-22 00:00:00+00:00,90.27088709276146
2016-01-23 00:00:00+00:00,91.19969997728293
2016-01-24 00:00:00+00:00,94.0758860185427
2016-01-25 00:00:00+00:00,91.98656592576927
2016-01-26 00:00:00+00:00,92.0659028886599
2016-01-27 00:00:00+00:00,92.5896674638552
2016-01-28 00:00:00+00:00,89.86156914842552
2016-01-29 00:00:00+00:00,89.71014169481224
2016-01-30 00:00:00+00:00,89.48365258348412
2016-01-31 00:00:00+00:00,87.72078095872826
2016-02-01 00:00:00+00:00,88.51767743089621
2016-02-02 00:00:00+00:00,88.77631071336693
2016-02-03 00:00:00+00:00,87.94039782884543
2016-02-04 00:00:00+00:00,91.59043678758567
2016-02-05 00:00:00+00:00,91.02467896287865
2016-02-06 00:00:00+00:00,89.16166086595481
2016-02-07 00:00:00+00:00,89.17986776903099
2016-02-08 00:00:00+00:00,88.5903235978884
2016-02-09 00:00:00+00:00,89.07005933397241
2016-02-10 00:00:00+00:00,90.11425442674584
2016-02-11 00:00:00+00:00,89.74358433397241
2016-02-12 00:00:00+00:00,90.59993816698021
2016-02-13 00:00:00+00:00,92.01145795457786
2016-02-14 00:00:00+00:00,94.86720871751731
2016-02-15 00:00:00+00:00,93.55824522264426
2016-02-16 00:00:00+00:00,94.91514430101341
2016-02-17 00:00:00+00:00,96.5564985978884
2016-02-18 00:00:00+00:00,97.68077344530052
2016-02-19 00:00:00+00:00,97.38572635667747
2016-02-20 00:00:00+00:00,100.42894414842551
2016-02-21 00:00:00+00:00,100.73254184740013
2016-02-22 00:00:00+00:00,100.53744844530051
2016-02-23 00:00:00+00:00,97.37662007005638
2016-02-24 00:00:00+00:00,98.1605091813845
2016-02-25 00:00:00+00:00,98.08414905565208
2016-02-26 00:00:00+00:00,99.49771577318137
2016-02-27 00:00:00+00:00,99.56590518968528
2016-02-28 00:00:00+00:00,99.74891546800559
2016-02-29 00:00:00+00:00,100.5279735978884
2016-03-01 00:00:00+00:00,100.04972344530051
