,Returns,Volatility,Sharpe Ratio,Threshold
0,136.8227131896747,66.3667179426633,1.6309304925640884,1.0
1,137.05371064060157,66.35149766695439,1.6326298689243106,1.5
2,137.32401180361074,66.33786057642318,1.6345008575779834,2.0
3,138.01433068645696,66.36388622255659,1.6384828743440563,2.5
4,138.5993438922912,66.37674466928608,1.6419748109147767,3.0
5,139.46569887460453,66.3950554668995,1.6471225006960712,3.5
6,140.37638041120556,66.416024505923,1.6525358904255931,4.0
7,140.44858753723406,66.3699708220533,1.653728353912106,4.5
8,140.9490028088789,66.30936267646008,1.6577414527411467,5.0
9,140.21941625215953,66.31169013164882,1.653143307871611,5.5
10,139.59089189772834,66.13075390902074,1.6519747587593625,6.0
11,141.19154825332583,66.19778142586127,1.6608956149397172,6.5
12,141.00518226054993,66.19743709817396,1.6598012241750448,7.0
13,143.38117674569557,66.22304171385387,1.6741845785716836,7.5
14,143.31386462582668,66.27644004682864,1.6729575412761486,8.0
15,142.93918043861433,66.2092576506629,1.6717402973855908,8.5
16,142.68502327612836,66.14439640747581,1.6712194763855637,9.0
17,143.86216956655443,66.14249060694556,1.6785612348809105,9.5
18,147.25495664642327,66.20920304760189,1.6982487906063897,10.0
19,146.115786940394,66.15797766196978,1.6920892421129508,10.5
20,142.67661375769006,66.11482888832279,1.6715774508550676,11.0
21,145.6045839385472,66.38238832985965,1.6855470771919265,11.5
22,145.19093271236864,66.32311176606841,1.6839541601514818,12.0
23,144.2060077273815,66.16949608200869,1.6802227286333997,12.5
24,145.89631059764088,66.03707844076408,1.6925862481905947,13.0
25,147.5007745627222,66.07770028278284,1.701873278394786,13.5
26,149.9855512322754,66.24056671118845,1.714152780438568,14.0
27,150.6654002632818,66.25531498360995,1.7181065640906816,14.5
28,150.0850743213485,66.53584301392907,1.7101547450600336,15.0
29,151.5366159049663,66.40029504880575,1.721070422676057,15.5
30,151.89892569054106,66.44777565004186,1.7225324832328648,16.0
31,148.71367434339047,66.71053256917536,1.699217200906226,16.5
32,150.36710810354452,66.6784588722904,1.7095830623633914,17.0
33,152.1301386859691,66.67386394986545,1.7201517847628005,17.5
34,150.25152263142255,66.59607002095605,1.7102721359687627,18.0
35,151.36505712551295,66.69825808641549,1.71534839386136,18.5
36,150.13276466551213,66.31547853404527,1.7141596013429028,19.0
37,153.94946053574884,66.45273984346292,1.7347877137550258,19.5
38,152.63425930371616,66.34759341494029,1.7287665352708954,20.0
39,157.54771468845945,66.2310945630908,1.759427653551685,20.5
40,154.57079861229434,66.79012879130664,1.7326998275405436,21.0
41,155.7361528265359,66.82945131595889,1.7388356754699033,21.5
42,154.23271041299188,66.43604220061849,1.7364312631989658,22.0
43,154.71543465105006,66.33512192542233,1.7409092092078577,22.5
44,152.32268674766365,66.26985133180267,1.7277908425345359,23.0
45,148.9086904133523,67.00423491001035,1.6953451817294152,23.5
46,150.22845139661092,66.39057009653861,1.713533928001124,24.0
47,150.16848283707242,66.37221312604653,1.7134449422675286,24.5
48,150.82649491989204,66.45669051167164,1.7160800182771896,25.0
49,151.21693209568917,66.96478853012246,1.7099949543411008,25.5
50,151.5247413305894,66.72630025849563,1.7156702389004843,26.0
51,151.24430584551217,66.68922512058954,1.7146643949440281,26.5
52,151.82863297021473,66.69356021793244,1.718092920593526,27.0
53,156.2991605070919,67.1776052783898,1.7362750109677723,27.5
54,157.71327485024185,67.25567976734817,1.7434973979830297,28.0
55,156.87842405640566,68.04060244000571,1.7262105416075686,28.5
56,156.63898798264677,67.77242844924713,1.7293748486607685,29.0
57,154.1776241316805,67.50492402762957,1.7196493177374712,29.5
58,151.53509245263405,67.83671013990941,1.699250884050958,30.0
59,153.14117041247832,68.34882326521262,1.6998918805973833,30.5
60,153.94377397242422,68.33492732217194,1.704576347218971,31.0
61,153.40852359008804,66.75524122872534,1.7258445283197401,31.5
62,154.6365400589135,68.50406752094182,1.7061304611193575,32.0
63,157.0423468967466,67.2414897811043,1.7393205814135044,32.5
64,156.19109486771578,67.15030160903946,1.7359750098725981,33.0
65,156.18742267405392,67.14114933708125,1.7361094662457333,33.5
66,156.31293562054864,67.14065131148683,1.736847576162784,34.0
67,148.51810356704868,67.41628445458346,1.6867078459463238,34.5
68,146.16320449032494,66.63606781781479,1.6842471706293467,35.0
69,142.3603845056685,66.5666278984094,1.6619794006826145,35.5
70,142.3603845056685,66.5666278984094,1.6619794006826145,36.0
71,142.6357857966694,66.59311543774079,1.663264492935206,36.5
72,151.04894506779192,68.0510358613308,1.6921410577693807,37.0
73,145.5249570164574,67.74456695920188,1.6639878820601541,37.5
74,145.7886381848446,67.78655806147756,1.6649480046247647,38.0
75,145.90710777982997,67.76764611301238,1.6659047290302529,38.5
76,145.9576540728429,67.78772259312987,1.6659301960450483,39.0
77,146.77125086042665,66.8043547969392,1.6853836564606508,39.5
78,146.77125086042665,66.8043547969392,1.6853836564606508,40.0
79,149.51865555850375,67.26275996234916,1.6952046285528621,40.5
80,154.1054467829499,68.5020829259581,1.7029263603526934,41.0
81,149.38933412315873,67.0306914291881,1.6975136674662874,41.5
82,166.0924580706479,68.25264043744131,1.7741945840510223,42.0
83,165.66751666307798,67.7550986358818,1.7798552250003066,42.5
84,165.46057352123373,67.74880271689216,1.7787964558603455,43.0
85,166.85385135877516,67.95100165956265,1.7831924066742149,43.5
86,155.64255276928543,67.66706643603352,1.7244191189908455,44.0
87,158.91704810583843,66.66788997215616,1.7593872865042435,44.5
88,158.91704810583843,66.66788997215616,1.7593872865042435,45.0
89,157.50095607397805,67.45412722222926,1.7384239118222484,45.5
