Date,Open,High,Low,Close,Adj Close,Volume
2010-09-01,102.500000,105.680000,101.139999,104.360001,87.320473,485300
2010-10-01,105.080002,109.279999,103.500000,108.300003,91.109306,951100
2010-11-01,108.919998,112.300003,107.480003,108.180000,91.008354,1069900
2010-12-01,109.919998,115.599998,109.879997,115.139999,96.863609,1669700
2011-01-01,115.940002,119.220001,115.480003,117.699997,99.470551,4401500
2011-02-01,118.480003,123.220001,118.379997,121.779999,102.918640,2761000
2011-03-01,122.279999,122.300003,114.639999,121.239998,102.462280,3866000
2011-04-01,122.120003,124.879997,118.440002,124.800003,105.943192,2301800
2011-05-01,125.440002,125.440002,120.160004,123.339996,104.703751,2454700
2011-06-01,123.040001,123.040001,115.540001,120.680000,102.445694,2549200
2011-07-01,120.739998,124.099998,117.440002,118.199997,100.828033,2976900
2011-08-01,119.779999,119.820000,100.919998,111.680000,95.266281,9424400
2011-09-01,111.739998,112.800003,102.379997,103.519997,88.305580,4570600
2011-10-01,102.820000,118.300003,98.239998,114.639999,98.340866,8389800
2011-11-01,111.540001,117.019997,106.300003,114.300003,98.049202,5038200
2011-12-01,114.139999,118.160004,110.440002,114.900002,98.563919,7915500
2012-01-01,116.900002,122.000000,115.680000,120.040001,103.588989,4406100
2012-02-01,121.000000,126.400002,120.860001,125.180000,108.024612,5165600
2012-03-01,125.639999,129.839996,122.900002,128.740005,111.096710,10064500
2012-04-01,128.740005,130.119995,124.220001,127.919998,110.881462,9620100
2012-05-01,127.959999,129.600006,118.559998,120.239998,104.224403,10442700
2012-06-01,118.339996,125.300003,116.339996,124.559998,107.969002,7559400
2012-07-01,124.900002,127.459999,121.320000,126.059998,109.841957,8482500
2012-08-01,126.879997,130.940002,124.080002,129.220001,112.595421,8237400
2012-09-01,129.139999,135.580002,128.240005,131.839996,114.878342,8056700
2012-10-01,132.300003,134.720001,128.539993,129.259995,113.208908,7821100
2012-11-01,129.720001,131.580002,123.379997,130.000000,113.856987,9390500
2012-12-01,130.740005,133.320007,127.800003,130.380005,114.189819,11729500
2013-01-01,132.940002,138.199997,132.559998,137.119995,120.956314,18928600
2013-02-01,137.979996,140.360001,136.220001,138.940002,122.561775,16918800
2013-03-01,138.320007,143.619995,137.740005,143.279999,126.390160,14609000
2013-04-01,143.399994,146.279999,140.580002,146.279999,129.648193,18848400
2013-05-01,145.919998,154.860001,144.779999,149.679993,132.661591,14065600
2013-06-01,150.059998,152.000000,142.660004,146.679993,130.002670,26008800
2013-07-01,147.740005,155.619995,146.759995,154.460007,137.591721,16691300
2013-08-01,155.679993,156.619995,149.339996,149.699997,133.351501,14859500
2013-09-01,151.320007,159.039993,149.940002,154.000000,137.181915,23482300
2013-10-01,154.039993,162.619995,150.720001,160.880005,144.031174,33454000
2013-11-01,161.279999,166.509995,160.100006,165.699997,148.346375,26113000
2013-12-01,165.949997,169.229996,162.009995,169.149994,151.435074,31082700
2014-01-01,168.529999,169.429993,162.070007,163.179993,146.884933,29636000
2014-02-01,163.020004,171.470001,159.179993,170.630005,153.591003,24164200
2014-03-01,169.190002,173.190002,168.380005,171.350006,154.239059,24621000
2014-04-01,171.869995,173.820007,166.110001,172.589996,156.064499,27491700
2014-05-01,172.500000,176.690002,170.440002,176.550003,159.645355,20604100
2014-06-01,176.830002,180.570007,175.940002,179.429993,162.249557,19356700
2014-07-01,179.880005,182.500000,176.960007,176.960007,160.736679,18901400
2014-08-01,176.520004,184.169998,174.699997,183.990005,167.122208,23864300
2014-09-01,184.300003,185.839996,179.770004,180.589996,164.033905,17064700
2014-10-01,180.339996,185.050003,166.850006,184.929993,168.775757,47152200
2014-11-01,185.199997,190.630005,183.449997,190.029999,173.430298,27698000
2014-12-01,189.289993,191.630005,181.440002,188.399994,171.942657,49039300
2015-01-01,189.289993,189.720001,182.089996,182.990005,167.935730,51623200
2015-02-01,183.500000,194.649994,181.470001,193.199997,177.305740,30734200
2015-03-01,193.309998,194.470001,187.149994,189.199997,173.634796,35625700
2015-04-01,189.169998,194.740005,187.470001,191.100006,176.273300,30248600
2015-05-01,191.960007,195.949997,189.529999,193.490005,178.477890,25757200
2015-06-01,194.229996,195.529999,188.240005,188.759995,174.114853,32507300
2015-07-01,190.649994,195.460007,187.190002,192.949997,178.811752,35079700
2015-08-01,193.000000,193.750000,168.080002,181.110001,167.839371,73816600
2015-09-01,177.110001,185.990005,171.360001,175.710007,162.835037,57415700
2015-10-01,175.970001,192.000000,173.350006,190.559998,177.536179,38172100
2015-11-01,190.979996,194.059998,185.360001,191.369995,178.290878,38629100
