Date,Open,High,Low,Close,Adj Close,Volume
2006-04-01,12.900000,13.980000,12.870000,13.812000,13.812000,23432000
2006-05-01,13.920000,15.250000,12.168000,12.628000,12.628000,201819000
2006-06-01,11.825000,12.380000,9.549000,11.139000,11.139000,131509000
2006-07-01,11.319000,11.830000,10.470000,11.415000,11.415000,65715000
2006-08-01,11.414000,12.917000,11.400000,12.908000,12.908000,70083000
2006-09-01,12.825000,13.225000,10.461000,11.451000,11.451000,97760000
2006-10-01,11.630000,12.270000,10.541000,12.268000,12.268000,69762000
2006-11-01,12.490000,13.968000,12.289000,13.968000,13.968000,87172000
2006-12-01,13.935000,14.170000,12.259000,12.864000,12.864000,107588000
2007-01-01,12.996000,13.602000,12.005000,13.516000,13.516000,79088000
2007-02-01,13.699000,14.700000,13.148000,14.125000,14.125000,80001000
2007-03-01,14.130000,14.150000,12.356000,13.352000,13.352000,120158000
2007-04-01,13.100000,14.100000,12.921000,13.335000,13.335000,94896000
2007-05-01,13.188000,13.535000,12.618000,13.383000,13.383000,85686000
2007-06-01,13.511000,13.737000,12.087000,12.350000,12.350000,102547000
2007-07-01,12.496000,13.390000,12.350000,12.802000,12.802000,68520000
2007-08-01,12.866000,13.119000,11.000000,11.998000,11.998000,93662000
2007-09-01,12.019000,13.772000,11.965000,13.655000,13.655000,81760000
2007-10-01,13.610000,14.444000,12.968000,14.360000,14.360000,86998000
2007-11-01,14.019000,15.720000,13.700000,13.900000,13.900000,150585000
2007-12-01,13.945000,14.765000,13.588000,14.697000,14.697000,62938000
2008-01-01,14.856000,16.903999,14.856000,16.818001,16.818001,156090000
2008-02-01,17.028999,19.719000,16.110001,19.667999,19.667999,161107000
2008-03-01,20.218000,20.730000,16.514000,17.041000,17.041000,344028000
2008-04-01,16.488001,18.389999,16.171000,16.719999,16.719999,214915000
2008-05-01,16.275000,18.113001,15.840000,16.673000,16.673000,173622000
2008-06-01,16.493999,17.493000,16.135000,17.263000,17.263000,133304000
2008-07-01,17.723000,19.169001,16.629999,17.530001,17.530001,310296400
2008-08-01,17.260000,17.549999,12.610000,13.370000,13.370000,142628900
2008-09-01,12.460000,13.620000,10.150000,11.850000,11.850000,215758400
2008-10-01,12.160000,12.830000,8.450000,9.580000,9.580000,173055600
2008-11-01,9.710000,10.670000,8.690000,10.230000,10.230000,81623600
2008-12-01,9.270000,11.480000,9.020000,11.200000,11.200000,108929000
2009-01-01,11.070000,12.530000,10.200000,12.520000,12.520000,169144500
2009-02-01,12.280000,14.450000,12.020000,12.880000,12.880000,273204500
2009-03-01,12.980000,13.730000,11.750000,12.790000,12.790000,267428400
2009-04-01,12.920000,13.000000,11.640000,12.210000,12.210000,144074400
2009-05-01,12.140000,15.480000,12.100000,15.470000,15.470000,176403500
2009-06-01,15.590000,15.780000,13.270000,13.380000,13.380000,238917000
2009-07-01,13.580000,13.880000,12.270000,13.700000,13.700000,153886300
2009-08-01,14.170000,14.800000,13.330000,14.620000,14.620000,159046200
2009-09-01,14.570000,17.260000,14.450000,16.379999,16.379999,246228300
2009-10-01,16.389999,17.639999,15.780000,16.070000,16.070000,223684500
2009-11-01,16.180000,18.610001,16.000000,18.150000,18.150000,264713400
2009-12-01,18.510000,19.110001,16.450001,16.540001,16.540001,290367400
2010-01-01,17.049999,18.450001,15.700000,15.900000,15.900000,264091500
