Date,Open,High,Low,Close,Adj Close,Volume
2005-03-01,25.150000,25.315001,22.910000,23.600000,16.397116,1840600
2005-04-01,24.059999,24.080000,22.575001,23.049999,16.014980,2000800
2005-05-01,23.100000,24.094999,22.995001,23.719999,16.480490,3141400
2005-06-01,23.500000,25.045000,23.450001,24.540001,17.050219,2482800
2005-07-01,24.775000,26.490000,24.254999,26.250000,18.238317,1999200
2005-08-01,26.580000,27.590000,25.980000,26.625000,18.498863,3490600
2005-09-01,26.805000,29.150000,26.735001,28.815001,20.020464,3319800
2005-10-01,28.764999,28.990000,25.620001,27.184999,18.887943,3639800
2005-11-01,27.389999,29.375000,27.215000,29.080000,20.204578,2671000
2005-12-01,29.344999,31.105000,29.344999,30.440001,21.149498,4204000
2006-01-01,31.139999,33.994999,30.965000,33.980000,24.026905,12897800
2006-02-01,33.994999,34.119999,32.200001,33.250000,23.510729,6421200
2006-03-01,33.685001,34.125000,31.260000,33.639999,23.786495,6599200
2006-04-01,34.134998,36.540001,34.000000,36.264999,25.642609,6609800
2006-05-01,36.525002,38.255001,31.125000,32.169998,22.747076,10140400
2006-06-01,32.200001,33.605000,27.750000,32.139999,22.725861,12328000
2006-07-01,32.000000,33.090000,29.950001,32.735001,23.146584,6286200
2006-08-01,32.500000,34.400002,31.920000,33.220001,23.489525,4745600
2006-09-01,33.259998,34.099998,32.150002,33.570000,23.736998,3971600
2006-10-01,33.715000,35.540001,33.075001,35.275002,24.942595,9692400
2006-11-01,35.639999,37.950001,35.130001,37.860001,26.770422,7153800
2006-12-01,37.994999,39.000000,37.334999,38.695000,27.360832,9898400
2007-01-01,39.134998,39.549999,36.125000,38.724998,27.865997,19278800
2007-02-01,38.959999,40.400002,36.020000,37.825001,27.218367,18575400
2007-03-01,37.244999,40.430000,35.025002,39.435001,28.376907,20044000
2007-04-01,39.509998,42.490002,39.375000,40.935001,29.456289,13336200
2007-05-01,41.255001,43.875000,40.799999,43.660000,31.417150,15446600
2007-06-01,44.259998,46.375000,42.544998,45.645000,32.845554,13253400
2007-07-01,46.220001,50.320000,45.759998,47.250000,34.000473,23753000
2007-08-01,46.509998,48.200001,38.860001,47.244999,33.996883,27767000
2007-09-01,46.180000,52.419998,45.700001,51.889999,37.339355,20483400
2007-10-01,52.465000,58.924999,50.005001,58.639999,42.196575,35482800
2007-11-01,57.125000,57.450001,48.750000,53.639999,38.598644,36861200
2007-12-01,53.849998,56.529999,50.000000,52.150002,37.526459,26865600
2008-01-01,52.125000,53.305000,42.775002,47.445000,34.784191,54256400
2008-02-01,47.790001,51.150002,45.134998,48.810001,35.784954,34632600
2008-03-01,48.744999,49.314999,43.474998,47.014999,34.468948,39625200
2008-04-01,47.549999,51.525002,47.255001,50.980000,37.375870,37314400
2008-05-01,50.924999,54.160000,50.610001,51.889999,38.043045,40461400
2008-06-01,52.185001,52.235001,46.020000,46.799999,34.311306,34712400
2008-07-01,45.639999,46.099998,42.750000,44.590000,32.691055,43210600
2008-08-01,44.950001,45.049999,40.240002,41.060001,30.103054,39342000
2008-09-01,40.680000,42.990002,31.000000,34.660000,25.410904,79785500
2008-10-01,34.250000,34.450001,19.309999,25.209999,18.482656,131177100
2008-11-01,25.330000,27.450001,18.500000,23.030001,16.884392,108339200
2008-12-01,22.250000,26.400000,20.850000,23.570000,17.280291,124281000
2009-01-01,24.000000,25.879999,20.280001,21.469999,16.557102,74302300
2009-02-01,21.100000,23.799999,20.000000,20.959999,16.163807,93005900
2009-03-01,19.760000,25.129999,19.000000,23.559999,18.168854,98080300
2009-04-01,23.680000,28.190001,23.590000,27.670000,21.338379,93623100
2009-05-01,27.750000,32.650002,27.600000,32.619999,25.155695,124231000
2009-06-01,33.580002,34.189999,29.860001,31.820000,24.538750,124736100
2009-07-01,32.389999,35.580002,30.030001,35.290001,27.214729,149497400
2009-08-01,36.250000,36.700001,33.910000,35.040001,27.021931,126907400
2009-09-01,35.099998,39.119999,34.400002,38.529999,29.713326,149214300
2009-10-01,38.520000,41.430000,37.040001,37.599998,28.996134,223542300
2009-11-01,38.099998,41.980000,37.400002,40.299999,31.078304,199305200
2009-12-01,41.070000,42.169998,39.759998,41.000000,31.618120,234999900
2010-01-01,41.759998,42.970001,38.070000,38.240002,29.889935,229866500
2010-02-01,38.610001,39.730000,36.240002,38.959999,30.452715,231675000
2010-03-01,39.450001,42.320000,39.349998,42.150002,32.946152,269891900
2010-04-01,42.770000,43.980000,41.410000,42.060001,32.875797,313140300
2010-05-01,42.250000,42.439999,35.299999,38.200001,29.858669,454163100
2010-06-01,37.770000,41.310001,36.849998,37.990002,29.694527,377085100
2010-07-01,38.139999,42.160000,37.470001,41.869999,32.727295,290324400
2010-08-01,42.720001,45.000000,40.060001,40.799999,31.890936,262762300
2010-09-01,41.549999,45.689999,41.500000,45.459999,35.533375,250190700
2010-10-01,46.000000,47.689999,45.770000,46.869999,36.635498,339474900
2010-11-01,47.340000,49.330002,45.200001,45.540001,35.595909,395256300
2010-12-01,46.680000,48.330002,46.540001,48.150002,37.636002,328509700
2011-01-01,48.560001,48.880001,45.880001,46.490002,36.970417,334416800
2011-02-01,46.950001,47.720001,44.889999,46.410000,36.906796,496233400
2011-03-01,46.689999,49.090000,44.669998,48.950001,38.926685,527886500
2011-04-01,49.570000,50.720001,48.020000,50.599998,40.238823,339090700
