Date;Paradigm;BTC
2019-02-28;10510927;6360587
2019-03-01;10580001;6405383
2019-03-02;10460471;6373049
2019-03-03;10394166;6337889
2019-03-04;10150667;6190790
2019-03-05;10558721;6414583
2019-03-06;10600379;6436612
2019-03-07;10664141;6475102
2019-03-08;10619336;6475135
2019-03-09;10655071;6511901
2019-03-10;10636714;6519981
2019-03-11;10497984;6438018
2019-03-12;10548490;6465467
2019-03-13;10494923;6443036
2019-03-14;10493018;6442985
2019-03-15;10669816;6524012
2019-03-16;10866326;6657662
2019-03-17;10847138;6650804
2019-03-18;10801353;6643059
2019-03-19;10845574;6678621
2019-03-20;10870503;6710035
2019-03-21;10740723;6645702
2019-03-22;10761073;6651222
2019-03-23;10755172;6642357
2019-03-24;10711360;6621247
2019-03-25;10539061;6502852
2019-03-26;10605868;6543348
2019-03-27;10852149;6707576
2019-03-28;10841868;6706388
2019-03-29;11004790;6812773
2019-03-30;11036222;6824566
2019-03-31;11045788;6846595
2019-04-01;11079779;6905793
2019-04-02;12478832;8035947
2019-04-03;13574250;8857033
2019-04-04;12471843;8109479
2019-04-05;12868745;8363582
2019-04-06;13058409;8500744
2019-04-07;13292195;8606393
2019-04-08;13605085;8784939
2019-04-09;13474432;8731211
2019-04-10;13531640;8878678
2019-04-11;12930214;8454410
2019-04-12;12907944;8435659
2019-04-13;12956525;8506749
2019-04-14;12997884;8515330
2019-04-15;12785997;8399093
2019-04-16;13165454;8674021
2019-04-17;13234499;8725491
2019-04-18;13561691;8880752
2019-04-19;13430108;8817088
2019-04-20;13513063;8897161
2019-04-21;13290432;8759731
2019-04-22;13549298;8974123
2019-04-23;13865477;9333657
2019-04-24;13499166;9099560
2019-04-25;13589625;9191576
2019-04-26;12894857;8526337
2019-04-27;13143775;8703544
2019-04-28;13015781;8574745
2019-04-29;12992010;8583259
2019-04-30;13238533;8758560
2019-05-01;13348281;8878778
2019-05-02;13536466;9046050
2019-05-03;14079609;9517388
2019-05-04;13971426;9516920
2019-05-05;14085274;9653848
2019-05-06;14233568;9521419
2019-05-07;14382943;9777044
2019-05-08;14382811;9873543
2019-05-09;14555691;10175033
2019-05-10;14862942;10526922
2019-05-11;16256849;11658314
2019-05-12;16401268;12000084
2019-05-13;17551917;13161852
2019-05-14;17456296;12916849
2019-05-15;18742571;13672951
2019-05-16;18389669;12826422
2019-05-17;17209057;11888313
2019-05-18;17497945;12208320
2019-05-19;18911007;13424201
2019-05-20;18840252;13410184
2019-05-21;19106918;13528879
2019-05-22;18456772;13092367
2019-05-23;18467716;13185705
2019-05-24;18967858;13564843
2019-05-25;18793203;13454895
2019-05-26;19860769;14347440
2019-05-27;20140530;14650001
2019-05-28;20159686;14529214
2019-05-29;20052053;14464196
2019-05-30;19658331;14164328
2019-05-31;19677167;14225616
2019-06-01;19797046;14284997
2019-06-02;20061456;14534918
2019-06-03;19712347;14306391
2019-06-04;18074571;12802502
2019-06-05;18259563;12938227
2019-06-06;18141345;12854959
2019-06-07;18557991;13213673
2019-06-08;18451003;13167623
2019-06-09;17991970;12910409
2019-06-10;18542825;13291103
2019-06-11;18531278;13264490
2019-06-12;19024298;13587425
2019-06-13;19285296;13821956
2019-06-14;19522568;14142649
2019-06-15;20231912;14722647
2019-06-16;20393433;14945269
2019-06-17;20973072;15501062
2019-06-18;20590023;15265577
2019-06-19;20744687;15336785
2019-06-20;21372909;15992841
2019-06-21;22321212;16629142
2019-06-22;23522706;17747537
2019-06-23;24280004;18445110
2019-06-24;23852233;18155161
2019-06-25;24604826;19010237
2019-06-26;27058771;21282304
2019-06-27;23294371;17866735
2019-06-28;25739459;20440594
2019-06-29;25754724;20306575
2019-06-30;24564906;19068966
2019-07-01;23007840;17530067
2019-07-02;23293850;17906428
2019-07-03;24326902;19030878
2019-07-04;24777876;19602529
2019-07-05;23726716;18465668
2019-07-06;24424834;19169329
2019-07-07;24763364;19254587
2019-07-08;25812547;20414315
2019-07-09;25962731;20741682
2019-07-10;24746559;19687871
2019-07-11;23454670;18654434
2019-07-12;24718487;19931118
2019-07-13;23078964;18254838
2019-07-14;22163730;17794356
2019-07-15;22295186;18110215
2019-07-16;20031754;16065420
2019-07-17;20352008;16208755
2019-07-18;21877187;17755867
2019-07-19;21678348;17613686
2019-07-20;22472413;18296656
2019-07-21;21714245;17585752
2019-07-22;21395247;17269040
2019-07-23;21188484;16971397
2019-07-24;20603598;16171253
2019-07-25;20899400;16520700
2019-07-26;20845050;16444775
2019-07-27;20201382;15800278
2019-07-28;20276109;15909439
2019-07-29;20349579;15915929
2019-07-30;20333143;15952846
2019-07-31;21011075;16770654
2019-08-01;21492196;17414031
2019-08-02;21445855;17404011
2019-08-03;22125679;18215145
2019-08-04;22173235;18312463
2019-08-05;23272808;19619390
2019-08-06;22835845;19178462
2019-08-07;23375810;20041132
2019-08-08;23237747;20043591
2019-08-09;22904960;19863272
2019-08-10;22164008;18918271
