,Returns,Volatility,Sharpe Ratio,Rebalance Frequency
0,151.2077650340435,83.07990098649712,1.5230247796696048,1
1,154.05781231586175,83.1509826154553,1.5360553280097495,2
2,154.08009509106128,83.35947195861559,1.5339192791870335,3
3,157.3053300756222,83.58993361058639,1.5469193084951207,4
4,163.1200927104159,83.66333318305061,1.5731235960799608,5
5,154.73199748557818,83.32940640541709,1.537337040115017,6
6,157.73800378175952,83.5116306833051,1.5496223892052685,7
7,162.1175851400173,83.44552845212242,1.5705939202517354,8
8,158.1091275714802,83.63309294766042,1.5502767861450162,9
9,159.2778090006776,83.6243196795115,1.5556195044821757,10
10,161.53521861815858,83.85150086494116,1.5637211888415983,11
11,157.0165673663138,83.66925103022416,1.5446427954521464,12
12,164.1044576896729,84.0131131023386,1.573768189131248,13
13,171.74917151685904,83.79001143858417,1.6107790714923593,14
14,161.96146806744244,84.07233529003267,1.563378653570753,15
15,159.30770787519117,83.68887417267551,1.55521492261053,16
16,170.48328150026651,84.08453631005438,1.601504518687634,17
17,170.8545506713029,84.5510033819198,1.5982641664946182,18
18,170.87064011432855,84.23759177044407,1.6017288633105249,19
19,162.27460207803657,83.5930088109856,1.5696336708776937,20
20,161.4173066522796,83.98277484362913,1.56230170016817,21
21,169.50600094686675,84.49050239147205,1.5929753843241434,22
22,164.12873285792077,84.1293696992636,1.5728724269154897,23
23,162.69666792725693,84.0207548329493,1.5670546058611456,24
24,166.81820535217048,84.69034641254096,1.579243098235238,25
25,176.9334582005432,84.8579965531741,1.6216259068069652,26
26,166.16866450071112,84.33742586247175,1.5795757882576509,27
27,183.52972183897216,84.19392611182903,1.656526225161831,28
28,175.6472144806017,84.38001380671552,1.6208220909496762,29
29,173.86411265458008,84.4744484428389,1.6122271415594913,30
30,169.59630392719313,84.82677168920685,1.5903913967238643,31
31,163.42454344792606,84.77864133046255,1.563368136329483,32
32,164.07567963321696,85.04418004561761,1.5638259156013035,33
33,176.8669636182226,85.45289310206353,1.6146482365383044,34
34,171.25903050811138,85.58243752160783,1.5898829955608627,35
35,165.14162884777153,85.21436244714283,1.566071658175463,36
36,177.69455130944584,85.15029395963303,1.621553875307457,37
37,177.2126615779865,85.09313201247852,1.619857719740794,38
38,189.03066462945537,84.81163359024276,1.6729429177818553,39
39,172.3072123745275,84.70185855648303,1.6036027640779025,40
