,Returns,Volatility,Sharpe Ratio,Threshold
0,193.32584720549372,78.89843893585864,1.7574530148673488,1.0
1,193.49469368315138,78.90066847714454,1.7581572727518513,1.5
2,193.90272988336736,78.90465336937564,1.7598698739412537,2.0
3,195.10523609191637,78.9601736736386,1.764285714542159,2.5
4,195.7770826060805,78.91340738425936,1.7677658453642862,3.0
5,195.41730647587156,78.87954681936017,1.7667204739475848,3.5000000000000004
6,196.9335565534561,78.92438456071358,1.7725787152655037,4.0
7,195.96569077956104,78.89378506523906,1.7688310889965082,4.5
8,195.37186956601883,78.82806304935448,1.767263716870697,5.0
9,196.19564968019137,78.87210254348535,1.7702080078233375,5.5
10,197.4522355315933,78.94723803343734,1.77448229415826,6.0
11,197.4202556588358,78.91470092671253,1.774782942093007,6.5
12,198.25558736934804,78.96555822099631,1.7776920124245932,7.000000000000001
13,198.48798811782643,78.95942941051531,1.7787580235715814,7.5
14,197.76052379943155,78.85004610610284,1.777118007105333,8.0
15,199.39412315920282,78.89265643722393,1.783585492433163,8.5
16,198.8670891241338,78.96288783548171,1.7803022361334329,9.0
17,200.02987312635491,78.93323917146226,1.785754326531006,9.5
18,198.68943590851308,78.93882451061145,1.7800039297488222,10.0
19,198.21541471708696,78.9192732630059,1.778128480616865,10.5
20,201.50090223389023,78.8890597157258,1.7924061184892344,11.0
21,201.29134643002735,79.06643705273562,1.7888990469122084,11.5
22,203.34621661725828,79.1247664758418,1.7967378139312988,12.0
23,202.4582098554382,79.13677564149269,1.7926946446016507,12.5
24,201.9583015643022,79.17868345038005,1.790125528143306,13.0
25,201.4639082952323,79.28878656621762,1.786443266223574,13.5
26,203.3560822798848,79.19903125117796,1.7955718913549532,14.000000000000002
27,203.6100713651435,79.16994476531728,1.7970962643696207,14.499999999999998
28,205.71541740387212,79.22151801564934,1.805058602966358,15.0
29,203.7654836816302,79.27844443057202,1.796238209304618,15.5
30,199.82614488254848,79.14411094080612,1.7817450596392044,16.0
31,202.27147125599072,79.13827425054623,1.7922032470213798,16.5
32,201.39525828293566,79.21569346026868,1.7873162073573323,17.0
33,202.06001662659668,79.09574558509162,1.791763240173815,17.5
34,202.04377146291824,79.10839613097652,1.7915267556880485,18.0
35,203.70948027031486,79.43410339709793,1.794082350948211,18.5
36,207.94357258363516,79.25029439843212,1.8137947493742466,19.0
37,213.0198243836106,79.17703032568316,1.835532911446716,19.5
38,212.18666134210235,79.19347279778363,1.83192503694033,20.0
39,212.80050211688896,79.21880372811549,1.834098222958116,20.5
40,203.53719019005348,79.3202938518119,1.7948708660135944,21.0
41,205.51366340092846,79.4031887351785,1.8018452041039024,21.5
42,207.47065408254684,79.3104688599293,1.8111644760255068,22.0
43,207.22552817514872,79.22222958514008,1.8112921134454576,22.5
44,209.27228862600037,79.26136021565517,1.8194128420219142,23.0
45,211.92995899696538,79.32018211043507,1.829326304477365,23.5
46,212.01840638577528,79.33782414828751,1.8294632084236342,24.0
47,214.87736591931971,79.2026224476541,1.8425236250965704,24.5
48,215.5473412482251,79.23309073449279,1.8448084455510543,25.0
49,213.47909619990747,79.26068383721714,1.8361358493556421,25.5
50,211.97067144042427,79.18604181772989,1.8309888810238393,26.0
51,208.84628465759482,79.44180752428426,1.814937299318655,26.5
52,208.9276195789815,79.44540822902007,1.8152249690823192,27.0
53,209.4971746330031,79.4168059073264,1.817921993882862,27.500000000000004
54,210.14881026968965,79.58726333718094,1.8186406483897952,28.000000000000004
55,207.06965716501168,79.52052662915982,1.807010681294142,28.499999999999996
56,207.51381270753987,79.52336321949292,1.808749287931505,28.999999999999996
57,211.51552784779133,79.58718632523232,1.8241511413556937,29.5
58,208.86527829722442,79.4863302337093,1.8146304168379241,30.0
59,214.16406529939093,79.55518396951842,1.8353326933762761,30.5
60,214.14161234418714,79.5640974263991,1.8351255737532122,31.0
61,214.14161234418714,79.5640974263991,1.8351255737532122,31.5
62,210.65475375661057,79.55486628961064,1.821133522913076,32.0
63,213.18356798899205,79.49462555859293,1.8321476838745392,32.5
64,211.06083762647611,79.01526709423065,1.8298783075508958,33.0
65,209.58526290146193,78.97634815178398,1.8243525621235275,33.5
66,209.58526290146193,78.97634815178398,1.8243525621235275,34.0
67,209.71065236132773,79.02116191205954,1.8242597166522392,34.5
68,214.40279473750934,79.7548314656613,1.8321847084368883,35.0
69,214.65029362057516,79.91330068201447,1.8308763596882907,35.5
70,214.47349291062784,79.79381915627887,1.8319265959420217,36.0
71,208.52799808033086,80.05974863717672,1.8044285368262183,36.5
72,211.68057753403485,80.1683530182724,1.8158337487451912,37.0
73,213.85983686237066,79.88505143487468,1.8278287984061163,37.5
74,215.08041435384087,79.82494969880096,1.8333439175577915,38.0
75,215.89801752970615,80.14088743678913,1.8324208494574776,38.5
76,219.03224610387312,79.88198626210391,1.8481777116720075,39.0
77,219.03224610387312,79.88198626210391,1.8481777116720075,39.5
78,219.30161913198452,79.87391451873803,1.8493360733777395,40.0
79,219.50792491628746,79.9357446735586,1.8493127855345708,40.5
80,220.23161772956033,79.93009675791345,1.852221972947016,41.0
81,220.54252718216608,79.93147984821529,1.8534401783038719,41.5
82,220.57110929684916,79.56970774912985,1.8583647947040824,42.0
83,213.6894572209323,79.43572888306618,1.8327525337764905,42.5
84,213.85090104693236,79.43211658195354,1.8334487547604252,43.0
85,215.7610813224268,79.40149246550166,1.8414573079273073,43.5
86,216.3873626780219,79.41711224910742,1.8437676763544,44.0
87,217.43864400019018,79.36961379421979,1.8485918250671403,44.5
88,217.43864400019018,79.36961379421979,1.8485918250671403,45.0
