,Returns,Volatility,Sharpe Ratio,BTC Weight,ETH Weight
1610,2.27021778523969,0.7916068402708428,1.8823613262474639,0.47275318950600076,0.35724681049399926
1611,2.5220277396500403,0.9457019036579267,1.781425284506866,0.21594500066550515,0.6140549993344948
1612,2.517337426390037,1.000218130850595,1.7308011228284246,0.13136789233657575,0.6986321076634243
1613,2.3948249083159676,0.8381160861592507,1.8633127252353447,0.39306047624831797,0.4369395237516821
1614,2.2609860461326243,0.7887581972977786,1.8829919310092778,0.47768560100110025,0.35231439899889977
1615,2.3263242307646927,0.810391876350718,1.8764981699470147,0.44037477828847144,0.3896252217115285
1616,2.3269491459086353,0.8106174919978123,1.8764111998609152,0.43998742884527375,0.39001257115472626
1617,1.939218116176158,0.7138323489941615,1.86299074207284,0.610013586277875,0.21998641372212493
1618,2.352517736908254,0.8202273588043631,1.8723766914795612,0.42352386737852143,0.40647613262147864
1619,2.4818312247506022,0.8902375335355047,1.8281160154394946,0.30580896706020233,0.5241910329397976
1620,2.3814942674959165,0.8321636695314083,1.8665363916266853,0.4031700407036377,0.42682995929636225
1621,2.4274031504262594,0.8542867843844738,1.8536270142405042,0.3657385362725656,0.4642614637274345
1622,2.4828696916842516,0.8911187066403317,1.8274340338493216,0.30435544230980494,0.525644557690195
1623,1.750082290271676,0.6830773170352538,1.8201148880490583,0.667030993998936,0.1629690060010639
1624,2.2379247751898337,0.7818907585187188,1.8842034334072313,0.4896004458427027,0.34039955415729733
1625,2.2754176251990508,0.793238759120801,1.881966983979196,0.469930417531801,0.3600695824681991
1626,2.5182791964540385,0.997994403955389,1.7329152309308167,0.13473539083374758,0.6952646091662523
1627,1.6778901143641494,0.6731217061204624,1.7980247238535187,0.6863048157719608,0.1436951842280391
1628,1.8085514183344356,0.6918299749075425,1.8356750003796016,0.6504933022267071,0.17950669777329284
1629,2.5248536905543126,0.9623581255563572,1.7662909395672943,0.1896744121021705,0.6403255878978295
1630,2.499353142219698,0.9070777309840616,1.814697215329514,0.278165105835609,0.5518348941643911
1631,2.098825255512602,0.7462937541451626,1.8820495121597003,0.5519628800343419,0.27803711996565805
1632,2.4454781707097957,0.864592574284341,1.8468223548237799,0.34843967271167886,0.4815603272883211
1633,1.9413675355952265,0.7142252052316095,1.8633535493156312,0.6093014761473127,0.22069852385268737
1634,2.484190663042481,1.0475131166378484,1.6854612367631245,0.061580011339107094,0.7684199886608928
1635,2.3023628434295658,0.8020328301769922,1.879454366473117,0.45475124848960496,0.37524875151039505
1636,2.2115120721785964,0.7744210110419135,1.8849895301626831,0.5026003670636056,0.3273996329363944
1637,1.8785133080433734,0.7031670280123049,1.8515817932682814,0.629477131425193,0.20052286857480697
1638,2.2924322162135202,0.7987226090478237,1.880475189221093,0.46045841663575543,0.3695415833642446
1639,1.4617691994986042,0.6486945484224544,1.7121119019325128,0.7376097655317865,0.09239023446821348
1640,2.322989720699214,0.8091948620271715,1.8769534487072705,0.4424304339758677,0.38756956602413234
1641,2.2488775960068748,0.7851095081087178,1.883691704133163,0.4840115477700682,0.3459884522299318
1642,1.676339953328041,0.6729180571406459,1.7975149228501772,0.6867057956587856,0.14329420434121445
1643,2.2730266320309016,0.792485923741467,1.8821517797426148,0.47123240377196707,0.35876759622803284
1644,2.4702919375213437,1.0612587934191,1.672261145501177,0.04198979637214652,0.7880102036278533
1645,2.5041133586787,1.023387444946937,1.708647743746359,0.09673217050882191,0.7332678294911781
1646,2.1761966096321412,0.7650097686025562,1.8851148809992992,0.5190411009538642,0.31095889904613566
1647,2.445956763703045,1.0821541610012189,1.6522846543402958,0.012846928866648847,0.8171530711333511
1648,2.4525376076434506,0.8689673289224136,1.8438007987021314,0.3411243905688604,0.48887560943113956
1649,2.3494611997533474,0.8190373981424118,1.8729099735991896,0.42555882932255956,0.4044411706774404
1650,2.0889394116086635,0.7440636422873866,1.881351058194495,0.5559081554337981,0.2740918445662018
1651,2.1632435762830564,0.7617059740992567,1.8849109868543001,0.524829595007691,0.30517040499230896
1652,1.845653343709425,0.697720662424695,1.844477580939646,0.639524691639877,0.19047530836012305
1653,2.323758325731783,0.8094697888390479,1.8768497676982592,0.44195818324953146,0.3880418167504686
1654,1.9547146609514496,0.7166885534271125,1.8655438535084425,0.6048416671476722,0.22515833285232792
1655,2.4231264035557163,0.8520077168380275,1.8550683735675115,0.36957630287984217,0.46042369712015774
1656,2.1421250986023215,0.7564744727330011,1.8843048553049602,0.5340152351794023,0.2959847648205976
1657,2.2827978362348307,0.7955894907892159,1.881358679937759,0.46586741376352925,0.36413258623647077
1658,2.5249328833571942,0.964496060811828,1.7643226484379628,0.18632869504947389,0.643671304950526
1659,2.112452395138699,0.7494230096518096,1.8829026407814133,0.5464354316643901,0.2835645683356097
