,Returns,Volatility,Sharpe Ratio,BTC Weight,ETH Weight
73,1.2790586442687673,0.8384765782210816,1.3959591311561015,0.73,0.27
74,1.2752731679448526,0.8334993673719256,1.3976454030686476,0.74,0.26
75,1.2714647242287636,0.8284617118827139,1.3994090620381714,0.75,0.25
76,1.2676352629466132,0.8233641254806928,1.401253451140966,0.76,0.24
77,1.2637833920366393,0.8182078811313827,1.4031795560166196,0.77,0.22999999999999998
78,1.2599076209391078,0.8129947085047896,1.4051879440130255,0.78,0.21999999999999997
79,1.2560099421112096,0.8077268396569777,1.4072807146351838,0.79,0.20999999999999996
80,1.2520889024600086,0.8024075121579147,1.409457166646911,0.8,0.19999999999999996
81,1.2481442013691333,0.797040897949604,1.4117163404528665,0.81,0.18999999999999995
82,1.244174292355134,0.7916323580484743,1.4140553492468335,0.82,0.18000000000000005
83,1.2401811959988622,0.7861887584196656,1.4164717772823798,0.83,0.17000000000000004
84,1.2361634030959268,0.7807188793584842,1.418959068658651,0.84,0.16000000000000003
85,1.232120584125775,0.7752338153693326,1.4215086932078604,0.85,0.15000000000000002
86,1.2280511316389071,0.7697474654663625,1.4241080154677592,0.86,0.14
87,1.2239570940458906,0.764277559967646,1.4267420070124142,0.87,0.13
88,1.219836900820006,0.7588463015933503,1.429387904961409,0.88,0.12
89,1.2156889656132592,0.7534817006921838,1.432015612252187,0.89,0.10999999999999999
90,1.2115152867931833,0.7482195424486668,1.434587471844249,0.9,0.09999999999999998
91,1.2073142674929938,0.7431050991825736,1.4370514909856276,0.91,0.08999999999999997
92,1.2030854940795788,0.7381964100428942,1.4393402551356433,0.92,0.07999999999999996
93,1.1988273105009029,0.7335680877422384,1.4413647565413987,0.93,0.06999999999999995
94,1.194541739850099,0.7293176460436239,1.4430103243353878,0.94,0.06000000000000005
95,1.1902271135487417,0.7255724364269873,1.4441243595012458,0.95,0.050000000000000044
96,1.1858829764994607,0.7225017345595349,1.4445073713320866,0.96,0.040000000000000036
97,1.1815075957360923,0.7203331511162288,1.4438967184163682,0.97,0.030000000000000027
98,1.1771030176874433,0.7193792134653945,1.4419489187638648,0.98,0.020000000000000018
99,1.1726674944569164,0.7200756436666728,1.4382107638073671,0.99,0.010000000000000009
