date,open,high,low,close,adjclose,volume,dividend,split
1993-01-29,43.96875,43.96875,43.75,43.9375,26.453929901123047,1003200,0,1
1993-02-01,43.96875,44.25,43.96875,44.25,26.642057418823242,480500,0,1
1993-02-02,44.21875,44.375,44.125,44.34375,26.69850730895996,201300,0,1
1993-02-03,44.40625,44.84375,44.375,44.8125,26.980741500854492,529400,0,1
1993-02-04,44.96875,45.09375,44.46875,45.0,27.093624114990234,531500,0,1
1993-02-05,44.96875,45.0625,44.71875,44.96875,27.074817657470703,492100,0,1
1993-02-08,44.96875,45.125,44.90625,44.96875,27.074817657470703,596100,0,1
1993-02-09,44.8125,44.8125,44.5625,44.65625,26.886669158935547,122100,0,1
1993-02-10,44.65625,44.75,44.53125,44.71875,26.924291610717773,379600,0,1
1993-02-11,44.78125,45.125,44.78125,44.9375,27.05599021911621,19500,0,1
1993-02-12,44.875,44.875,44.59375,44.59375,26.849037170410156,42500,0,1
1993-02-16,44.46875,44.46875,43.40625,43.46875,26.171707153320312,374800,0,1
1993-02-17,43.46875,43.53125,43.28125,43.4375,26.152868270874023,210900,0,1
1993-02-18,43.9375,43.9375,42.8125,43.40625,26.134056091308594,378100,0,1
1993-02-19,43.40625,43.5625,43.34375,43.5625,26.228137969970703,34900,0,1
1993-02-22,43.6875,43.78125,43.5625,43.71875,26.32221221923828,513600,0,1
1993-02-23,43.84375,43.875,43.46875,43.6875,26.303409576416016,373700,0,1
1993-02-24,43.71875,44.25,43.71875,44.25,26.642057418823242,26300,0,1
1993-02-25,44.21875,44.375,44.125,44.34375,26.69850730895996,44500,0,1
1993-02-26,44.4375,44.4375,44.1875,44.40625,26.73615264892578,66200,0,1
1993-03-01,44.5625,44.5625,44.21875,44.28125,26.660892486572266,66500,0,1
1993-03-02,44.3125,44.9375,44.25,44.9375,27.05599021911621,182400,0,1
1993-03-03,45.0,45.15625,44.9375,45.125,27.16888427734375,280100,0,1
1993-03-04,45.1875,45.1875,44.875,44.875,27.01836585998535,89500,0,1
1993-03-05,44.9375,45.125,44.71875,44.75,26.943117141723633,40000,0,1
1993-03-08,44.84375,45.75,44.84375,45.75,27.545196533203125,50800,0,1
1993-03-09,45.65625,45.6875,45.5,45.59375,27.451114654541016,169300,0,1
1993-03-10,45.59375,45.6875,45.40625,45.6875,27.50756072998047,194400,0,1
1993-03-11,45.71875,45.84375,45.5,45.5625,27.43229866027832,70900,0,1
1993-03-12,45.1875,45.21875,44.8125,45.09375,27.150089263916016,643600,0,1
1993-03-15,45.0625,45.3125,45.0625,45.3125,27.281787872314453,310800,0,1
1993-03-16,45.3125,45.4375,45.3125,45.3125,27.281787872314453,30800,0,1
1993-03-17,45.25,45.25,44.96875,45.03125,27.112455368041992,21800,0,1
1993-03-18,45.21875,45.5,45.21875,45.3125,27.281787872314453,59300,0,1
1993-03-19,45.28125,45.28125,45.03125,45.03125,27.24048614501953,66900,0,1
1993-03-22,44.59375,44.875,44.5625,44.78125,27.089250564575195,183400,0,1
1993-03-23,44.90625,44.9375,44.8125,44.875,27.145980834960938,55200,0,1
1993-03-24,44.8125,45.0625,44.59375,44.875,27.145980834960938,37200,0,1
1993-03-25,44.90625,45.25,44.84375,45.15625,27.31610679626465,110100,0,1
1993-03-26,45.125,45.15625,44.875,44.90625,27.164888381958008,101500,0,1
1993-03-29,44.9375,45.3125,44.9375,45.09375,27.278295516967773,87100,0,1
1993-03-30,45.15625,45.21875,45.09375,45.21875,27.353923797607422,56000,0,1
1993-03-31,45.34375,45.46875,45.1875,45.1875,27.335020065307617,111600,0,1
1993-04-01,45.25,45.25,44.9375,45.03125,27.24048614501953,129500,0,1
1993-04-02,44.65625,44.65625,44.09375,44.09375,26.673385620117188,59400,0,1
1993-04-05,44.4375,44.4375,44.1875,44.3125,26.80569839477539,172200,0,1
