date,open,high,low,close,adjclose,volume,dividend,split,pct_diff
2017-08-15,0.11172500252723694,0.2800309956073761,0.1039619967341423,0.22439900040626526,0.22439900040626526,5232600,0,1,
2017-08-16,0.223021999001503,0.23893499374389648,0.20673500001430511,0.20673500001430511,0.20673500001430511,2752410,0,1,-7.871692993275459
2017-08-17,0.20555800199508667,0.3502599895000458,0.20555800199508667,0.2933869957923889,0.2933869957923889,12793800,0,1,41.91452621572927
2017-08-18,0.2945779860019684,0.5437279939651489,0.2843570113182068,0.478767991065979,0.478767991065979,52677500,0,1,63.1865072181905
2017-08-19,0.4712960124015808,0.47526198625564575,0.4034090042114258,0.4242649972438812,0.4242649972438812,16016500,0,1,-11.384009549332363
2017-08-20,0.42227301001548767,0.4436799883842468,0.3277420103549957,0.35150301456451416,0.35150301456451416,15013800,0,1,-17.150126254120636
2017-08-21,0.3515470027923584,0.37557700276374817,0.3158310055732727,0.36450499296188354,0.36450499296188354,8045240,0,1,3.6989663981908727
2017-08-22,0.3640100061893463,0.41087400913238525,0.3640100061893463,0.3866730034351349,0.3866730034351349,8663860,0,1,6.08167539575224
2017-08-23,0.3827050030231476,0.392536997795105,0.3721340000629425,0.38530999422073364,0.38530999422073364,6227850,0,1,-0.3524966062519286
2017-08-24,0.38743099570274353,0.39447900652885437,0.34585100412368774,0.36160901188850403,0.36160901188850403,6146620,0,1,-6.1511465281775095
2017-08-25,0.3620220124721527,0.37772199511528015,0.3243280053138733,0.3558430075645447,0.3558430075645447,10377400,0,1,-1.5945411022381228
2017-08-26,0.35480600595474243,0.356997013092041,0.3338310122489929,0.3515230119228363,0.3515230119228363,4536030,0,1,-1.2140172912979863
2017-08-27,0.35245901346206665,0.3548229932785034,0.3236199915409088,0.3437129855155945,0.3437129855155945,6639910,0,1,-2.2217681751532714
2017-08-28,0.3411009907722473,0.3724690079689026,0.3411009907722473,0.35957100987434387,0.35957100987434387,6321130,0,1,4.613740250447962
2017-08-29,0.3611060082912445,0.3642660081386566,0.3305099904537201,0.331930011510849,0.331930011510849,5733410,0,1,-7.687215488577436
2017-08-30,0.33096998929977417,0.37450000643730164,0.3239760100841522,0.3698520064353943,0.3698520064353943,6919520,0,1,11.424696053223805
2017-08-31,0.37277698516845703,0.4021739959716797,0.36110401153564453,0.38575100898742676,0.38575100898742676,9229510,0,1,4.298747140853942
2017-09-01,0.38453999161720276,0.3913410007953644,0.30390799045562744,0.3058770000934601,0.3058770000934601,6092920,0,1,-20.70610498301253
2017-09-02,0.30751800537109375,0.3281700015068054,0.2834489941596985,0.2879149913787842,0.2879149913787842,4038540,0,1,-5.872297920140335
2017-09-03,0.2859170138835907,0.28699401021003723,0.21017099916934967,0.2373560070991516,0.2373560070991516,10708700,0,1,-17.560386153396436
2017-09-04,0.23648400604724884,0.24732500314712524,0.2033880054950714,0.24064600467681885,0.24064600467681885,5406050,0,1,1.3861025123720117
2017-09-05,0.2365349978208542,0.2583029866218567,0.235835999250412,0.2545450031757355,0.2545450031757355,3987820,0,1,5.775702994771348
2017-09-06,0.25644999742507935,0.3319230079650879,0.2545050084590912,0.3089669942855835,0.3089669942855835,8513980,0,1,21.38010584803174
2017-09-07,0.30970498919487,0.3132700026035309,0.23748299479484558,0.259443998336792,0.259443998336792,5590490,0,1,-16.02857161597544
2017-09-08,0.25842198729515076,0.25915399193763733,0.2401220053434372,0.2571119964122772,0.2571119964122772,1972250,0,1,-0.8988459704076579
2017-09-09,0.2581239938735962,0.2581239938735962,0.2318899929523468,0.24654999375343323,0.24654999375343323,2159810,0,1,-4.107938488372942
2017-09-10,0.2468390017747879,0.27526599168777466,0.23653599619865417,0.27522599697113037,0.27522599697113037,4856890,0,1,11.630908109604366
2017-09-11,0.27540498971939087,0.2895070016384125,0.25130900740623474,0.2555980086326599,0.2555980086326599,3791170,0,1,-7.13158951351871
2017-09-12,0.25703099370002747,0.25791099667549133,0.21213500201702118,0.2233469933271408,0.2233469933271408,3405890,0,1,-12.61786642159235
2017-09-13,0.22340799868106842,0.22870700061321259,0.17500999569892883,0.17500999569892883,0.17500999569892883,3056000,0,1,-21.642108052653207
2017-09-14,0.17644700407981873,0.216716006398201,0.15642400085926056,0.20529299974441528,0.20529299974441528,3595670,0,1,17.303585389249744
2017-09-15,0.20881600677967072,0.2139890044927597,0.19569799304008484,0.20966599881649017,0.20966599881649017,1383050,0,1,2.1301257605077506
2017-09-16,0.20985999703407288,0.21593999862670898,0.19146600365638733,0.20702099800109863,0.20702099800109863,986802,0,1,-1.2615306393606418
2017-09-17,0.2082200050354004,0.23852799832820892,0.2081650048494339,0.23036900162696838,0.23036900162696838,1865790,0,1,11.278084760148754
2017-09-18,0.23106299340724945,0.23152999579906464,0.20329700410366058,0.20461499691009521,0.20461499691009521,2320980,0,1,-11.179457537683856
2017-09-19,0.2034430056810379,0.21043500304222107,0.19908800721168518,0.2013469934463501,0.2013469934463501,1849880,0,1,-1.5971475762263099
2017-09-20,0.2002899944782257,0.20603199303150177,0.17541299760341644,0.17818599939346313,0.17818599939346313,1657700,0,1,-11.503024533146721
2017-09-21,0.1769620031118393,0.1873210072517395,0.1717430055141449,0.1837420016527176,0.1837420016527176,1561690,0,1,3.1180913641738472
2017-09-22,0.18264299631118774,0.19047600030899048,0.1803469955921173,0.18793800473213196,0.18793800473213196,931322,0,1,2.2836384940145837
2017-09-23,0.18783800303936005,0.1908169984817505,0.17541299760341644,0.17737999558448792,0.17737999558448792,1091020,0,1,-5.6178148547934015
2017-09-24,0.17733600735664368,0.20059800148010254,0.17488700151443481,0.19484800100326538,0.19484800100326538,1820160,0,1,9.84778771767263
2017-09-25,0.19508500397205353,0.19986000657081604,0.1891070008277893,0.19648900628089905,0.19648900628089905,1508980,0,1,0.8421976459518143
