date,open,high,low,close,adjclose,volume,dividend,split,pct_diff
2014-09-16,465.864013671875,468.17401123046875,452.4219970703125,457.3340148925781,457.3340148925781,21056800,0,1,
2014-09-17,456.8599853515625,456.8599853515625,413.10400390625,424.44000244140625,424.44000244140625,34483200,0,1,-7.1925576012311865
2014-09-18,424.1029968261719,427.8349914550781,384.5320129394531,394.7959899902344,394.7959899902344,37919700,0,1,-6.9842645086838235
2014-09-19,394.6730041503906,423.2959899902344,389.88299560546875,408.90399169921875,408.90399169921875,36863600,0,1,3.5734916429453367
2014-09-20,408.0849914550781,412.4259948730469,393.1809997558594,398.8210144042969,398.8210144042969,26580100,0,1,-2.465854454739269
2014-09-21,399.1000061035156,406.9159851074219,397.1300048828125,402.1520080566406,402.1520080566406,24127600,0,1,0.8352101649706567
2014-09-22,402.0920104980469,441.5570068359375,396.1969909667969,435.7909851074219,435.7909851074219,45099500,0,1,8.364741783421215
2014-09-23,435.7510070800781,436.11199951171875,421.1319885253906,423.2049865722656,423.2049865722656,30627700,0,1,-2.8880814347395978
2014-09-24,423.156005859375,423.5199890136719,409.4679870605469,411.5740051269531,411.5740051269531,26814400,0,1,-2.7483091679796234
2014-09-25,411.4289855957031,414.93798828125,400.0090026855469,404.42498779296875,404.42498779296875,21460800,0,1,-1.7369943788794973
2014-09-26,403.5559997558594,406.62298583984375,397.37200927734375,399.5199890136719,399.5199890136719,15029300,0,1,-1.2128327693262664
2014-09-27,399.47100830078125,401.0169982910156,374.3320007324219,377.1809997558594,377.1809997558594,23613300,0,1,-5.591457216687113
2014-09-28,376.9280090332031,385.21099853515625,372.239990234375,375.4670104980469,375.4670104980469,32497700,0,1,-0.454420890480145
2014-09-29,376.0880126953125,390.97698974609375,373.4429931640625,386.9440002441406,386.9440002441406,34707300,0,1,3.0567238732558177
2014-09-30,387.427001953125,391.3789978027344,380.7799987792969,383.614990234375,383.614990234375,26229400,0,1,-0.8603337970520819
2014-10-01,383.9880065917969,385.49700927734375,372.9460144042969,375.0719909667969,375.0719909667969,21777700,0,1,-2.22697222086099
2014-10-02,375.1809997558594,377.69500732421875,357.8590087890625,359.5119934082031,359.5119934082031,30901200,0,1,-4.148536263261304
2014-10-03,359.8919982910156,364.48699951171875,325.885986328125,328.8659973144531,328.8659973144531,47236500,0,1,-8.524332054467354
2014-10-04,328.9159851074219,341.8009948730469,289.2959899902344,320.510009765625,320.510009765625,83308096,0,1,-2.5408487399317115
2014-10-05,320.3890075683594,345.1340026855469,302.55999755859375,330.0790100097656,330.0790100097656,79011800,0,1,2.985554258083245
2014-10-06,330.5840148925781,339.24700927734375,320.48199462890625,336.18701171875,336.18701171875,49199900,0,1,1.8504665621736027
2014-10-07,336.1159973144531,354.364013671875,327.18798828125,352.94000244140625,352.94000244140625,54736300,0,1,4.983235561959076
2014-10-08,352.74798583984375,382.72601318359375,347.68701171875,365.0260009765625,365.0260009765625,83641104,0,1,3.424377642532228
2014-10-09,364.68701171875,375.0669860839844,352.9630126953125,361.56201171875,361.56201171875,43665700,0,1,-0.9489705523839986
2014-10-10,361.36199951171875,367.1910095214844,355.95098876953125,362.29901123046875,362.29901123046875,13345200,0,1,0.2038376510340001
2014-10-11,362.6059875488281,379.4330139160156,356.1440124511719,378.54901123046875,378.54901123046875,17552800,0,1,4.485245473017008
2014-10-12,377.9209899902344,397.22601318359375,368.8970031738281,390.41400146484375,390.41400146484375,35221400,0,1,3.134333965318792
2014-10-13,391.6919860839844,411.697998046875,391.3240051269531,400.8699951171875,400.8699951171875,38491500,0,1,2.6781810112118443
2014-10-14,400.9549865722656,402.22698974609375,388.7659912109375,394.77301025390625,394.77301025390625,25267100,0,1,-1.5209381938149025
2014-10-15,394.51800537109375,398.8070068359375,373.07000732421875,382.5559997558594,382.5559997558594,26990000,0,1,-3.0946924386216934
2014-10-16,382.7560119628906,385.4779968261719,375.3890075683594,383.75799560546875,383.75799560546875,13600700,0,1,0.31420128043384565
2014-10-17,383.97601318359375,395.1579895019531,378.97100830078125,391.4419860839844,391.4419860839844,11416800,0,1,2.002301076852442
2014-10-18,391.2539978027344,393.9389953613281,386.4570007324219,389.5459899902344,389.5459899902344,5914570,0,1,-0.4843619645193642
2014-10-19,389.2309875488281,390.0840148925781,378.25201416015625,382.8450012207031,382.8450012207031,16419000,0,1,-1.720204787552615
2014-10-20,382.4209899902344,392.64599609375,380.8340148925781,386.4750061035156,386.4750061035156,14188900,0,1,0.9481656731152865
2014-10-21,386.1180114746094,388.57598876953125,382.2489929199219,383.1579895019531,383.1579895019531,11641300,0,1,-0.858274545359361
2014-10-22,382.9620056152344,385.0480041503906,356.4469909667969,358.4169921875,358.4169921875,26456900,0,1,-6.457126822962156
2014-10-23,358.59100341796875,364.3450012207031,353.30499267578125,358.3450012207031,358.3450012207031,15585700,0,1,-0.02008581299606238
2014-10-24,358.6109924316406,359.8609924316406,342.87701416015625,347.27099609375,347.27099609375,18127500,0,1,-3.090319409850706
2014-10-25,347.48699951171875,359.22100830078125,343.9309997558594,354.7040100097656,354.7040100097656,11272500,0,1,2.140407347467921
2014-10-27,354.7770080566406,358.6319885253906,349.8089904785156,352.989013671875,352.989013671875,13033000,0,1,-0.48350069057392364
2014-10-28,353.2149963378906,359.9840087890625,352.6789855957031,357.6180114746094,357.6180114746094,7845880,0,1,1.3113716357861849
2014-10-29,357.0889892578125,357.8330078125,335.3429870605469,335.59100341796875,335.59100341796875,18192700,0,1,-6.1593676352636795
2014-10-30,335.7090148925781,350.9129943847656,335.0719909667969,345.30499267578125,345.30499267578125,30177900,0,1,2.894591678226255
2014-10-31,345.0090026855469,348.0450134277344,337.1419982910156,338.3210144042969,338.3210144042969,12545400,0,1,-2.0225535163465924
2014-11-01,338.6499938964844,340.52899169921875,321.05499267578125,325.7489929199219,325.7489929199219,16677200,0,1,-3.7160037210550945
2014-11-02,326.07501220703125,329.04998779296875,320.6260070800781,325.8919982910156,325.8919982910156,8603620,0,1,0.043900479879277476
2014-11-03,325.5690002441406,334.00201416015625,325.4809875488281,327.5539855957031,327.5539855957031,12948500,0,1,0.5099810100901436
2014-11-04,327.1610107421875,331.7669982910156,325.0769958496094,330.49200439453125,330.49200439453125,15655500,0,1,0.8969571209719529
2014-11-05,330.6830139160156,343.3689880371094,330.6830139160156,339.4859924316406,339.4859924316406,19817200,0,1,2.721393533736638
2014-11-06,339.4580078125,352.96600341796875,338.42401123046875,349.2900085449219,349.2900085449219,18797000,0,1,2.887900040604885
2014-11-07,349.8179931640625,352.73199462890625,341.7760009765625,342.4150085449219,342.4150085449219,16834200,0,1,-1.9682784596788183
2014-11-08,342.15399169921875,347.0320129394531,342.15399169921875,345.4880065917969,345.4880065917969,8535470,0,1,0.8974484091493373
2014-11-09,345.3760070800781,363.6260070800781,344.2550048828125,363.2640075683594,363.2640075683594,24205600,0,1,5.14518612438124
2014-11-10,362.2650146484375,374.8160095214844,357.5610046386719,366.92401123046875,366.92401123046875,30450100,0,1,1.0075326995947043
2014-11-11,365.85699462890625,371.30999755859375,363.7349853515625,367.69500732421875,367.69500732421875,15838900,0,1,0.21012418652148757
2014-11-12,367.9849853515625,429.7179870605469,367.9849853515625,423.5610046386719,423.5610046386719,45783200,0,1,15.19356972535466
